,topic_a,topic_b,score
1712,Electromagnetic radiation,Displacement (vector),0.14673638552808513
1713,Emission spectrum,Compass,0.14695394595984493
1714,Total internal reflection,Displacement (vector),0.14703207912056557
1715,Capacitance,Length,0.1473372886186898
1716,Capacitor,Length,0.1473372886186898
1717,Fracture,Coulomb,0.14744121845744557
1718,Free fall,Length,0.14763432376276497
1719,Geometrical optics,Metre,0.14817173557497187
1720,Power (physics),Electrostatics,0.14833925693663047
1721,Mirror image,Distance,0.14839472552824284
1722,Torque,Velocity,0.1488407185993684
1723,Crest (physics),Frame of reference,0.14890354739393918
1724,Sound,Motion,0.14968796265716255
1725,Photoelectric effect,Speed,0.14972849140439115
1726,Ammeter,Metre,0.14989027176421002
1727,Transverse wave,Metre,0.15003870140397377
1728,Total internal reflection,Geometrical optics,0.15005629988845176
1729,Emission spectrum,Frame of reference,0.15021204416270992
1730,Ohm's law,Coulomb,0.15037116459710426
1731,Force,Velocity,0.1503929176519095
1732,Normal force,Velocity,0.1503929176519095
1733,Emission spectrum,Kinetic energy,0.15084947640688706
1734,Energy,Physics,0.15089964022572377
1735,Pigment,Euclidean vector,0.15090871614838422
1736,Emission spectrum,Velocity,0.15112354331003452
1737,Electrical resistance and conductance,Motion,0.15115676876372652
1738,Sound intensity,Virtual image,0.15168165213933904
1739,Intensity (physics),Virtual image,0.15168165213933904
1740,Electric potential energy,Electrostatics,0.15192613776961336
1741,Plasticity (physics),Speed,0.15200971922376214
1742,Frequency,Physics,0.15206180405490274
1743,Creep (deformation),Frame of reference,0.15209824847009004
1744,Resonance (particle physics),Physics,0.15214910771116022
1745,Newton's law of universal gravitation,Friction,0.15240085316898036
1746,Photoelectric effect,Diffraction,0.15248948656281258
1747,Creep (deformation),Mass,0.1526065965424642
1748,Scattering,Potential energy,0.15262233919018353
1749,Refracting telescope,Geometrical optics,0.15283596150311557
1750,Free body diagram,Coulomb,0.1532866928765448
1751,Elasticity (physics),Coulomb,0.1532866928765448
1752,Laser,Motion,0.15348363800085763
1753,Distance,Motion,0.15352614937211806
1754,Displacement (vector),Motion,0.15352614937211806
1755,Electric potential,Electrostatics,0.1539722810392378
1756,Resultant force,Velocity,0.1540867787872196
1757,Interference (wave propagation),Direction (geometry),0.15415398407486747
1758,Snell's law,Metre,0.15436557708002926
1759,Euclidean vector,Frame of reference,0.1546306069090907
1760,Standing wave,Motion,0.1547146882266922
1761,Diffraction,Mass,0.15477808527075457
1762,Telescope,Euclidean vector,0.15478039778898936
1763,Lever,Physics,0.15497401692550436
1764,Total internal reflection,Wave,0.15555502168607627
1765,Dispersion (optics),Speed,0.15601140363786808
1766,Newton's law of universal gravitation,Length,0.1562763195887439
1767,Telescope,Field (physics),0.15704323641819753
1768,Telescope,Length,0.15834864664982828
1769,Crest (physics),Metre,0.15837075688643812
1770,Photoelectric effect,Motion,0.1586871490005301
1771,Sound intensity,Light,0.15905465658777593
1772,Intensity (physics),Light,0.15905465658777593
1773,Fracture,Tension (physics),0.15917151683929653
1774,Electron,Displacement (vector),0.15928977267729838
1775,Coulomb's law,Motion,0.15943039107622892
1776,Photoelectric effect,Friction,0.15968118545716575
1777,Energy level,Wave,0.1598619186687255
1778,Insulator (electricity),Electrostatics,0.15986830844869337
1779,Color,Motion,0.15987016990720476
1780,Absorption spectroscopy,Speed,0.15989165616399664
1781,Shock wave,Motion,0.16017525721284542
1782,Sonic boom,Motion,0.16017525721284542
1783,Deformation (engineering),Velocity,0.16029000464547363
1784,Interference (wave propagation),Magnet,0.16029108329130815
1785,Doppler effect,Motion,0.16104137994315496
1786,Plane mirror,Position (vector),0.16107685079778672
1787,Amplitude,Motion,0.16126296137631255
1788,Electromagnetic radiation,Euclidean vector,0.16142707353855934
1789,Color,Position (vector),0.16154122957751685
1790,Optical microscope,Frame of reference,0.161578340491183
1791,Strength of materials,Tension (physics),0.16169804885261868
1792,Newton's laws of motion,Velocity,0.16218505888758764
1793,Laser,Friction,0.1622633682728055
1794,Gravitational acceleration,Length,0.1623977561390415
1795,Frame of reference,Length,0.1623977561390415
1796,Non-inertial reference frame,Length,0.1623977561390415
1797,Motion graphs and derivatives,Length,0.1623977561390415
1798,Inertial frame of reference,Length,0.1623977561390415
1799,Euclidean vector,Metre,0.16240402820563812
1800,Refraction,Geometrical optics,0.16243207719883954
1801,Musical tone,Hertz,0.16256379227023432
1802,Doppler effect,Position (vector),0.16272468180885394
1803,Absorption spectroscopy,Diffraction,0.16284006020119804
1804,Color,Speed,0.16324871554319348
1805,Huygens–Fresnel principle,Motion,0.16330641392275877
1806,Scattering,Physical quantity,0.16352229716965613
1807,Scattering,Motion,0.16366722320847507
1808,Speed,Distance,0.1640152229522684
1809,Voltmeter,Coulomb,0.1640412704695683
1810,Collision,Metre,0.16411605868847015
1811,Creep (deformation),Electrostatics,0.16431998961863178
1812,Doppler effect,Speed,0.16444467682922417
1813,Electron,Wave,0.1644685776566048
1814,Energy level,Gravity,0.16495593270569286
1815,Electromagnetic radiation,Force,0.1654738839052448
1816,Subtractive color,Force,0.16607261008368263
1817,Work (physics),Gravity,0.16613861136162075
1818,Magnification,Planet,0.16625316890856368
1819,Ohmmeter,Light,0.1663078544423655
1820,Snell's law,Distance,0.16659149278888072
1821,Photoelectric effect,Direction (geometry),0.16686391163083927
1822,Magnification,Motion,0.1671762803798135
1823,Inelastic collision,Metre,0.16723362047965787
1824,Refractive index,Physical quantity,0.16791262042363891
1825,Intensity (physics),Physical quantity,0.16841442595656086
1826,Sound intensity,Physical quantity,0.16841442595656086
1827,Emission spectrum,Wavelength,0.16901235394102376
1828,Electromotive force,Distance,0.16954664882358286
1829,Laser,Direction (geometry),0.16956224533828262
1830,Optical microscope,Metre,0.16970103067614348
1831,Musical tone,Mass,0.16972571440399312
1832,Distance,Frame of reference,0.17011163429569587
1833,Electric charge,Electrostatics,0.17011163429569587
1834,Displacement (vector),Frame of reference,0.17011163429569587
1835,Telescope,Speed,0.17021326409156018
1836,Ohmmeter,Field (physics),0.17083851584573806
1837,Series and parallel circuits,Field (physics),0.1709410802195884
1838,Contact force,Frame of reference,0.1709556203410136
1839,Laser,Color,0.17118292457243672
1840,Newton's law of universal gravitation,Gravity,0.17125990748138514
1841,Field line,Direction (geometry),0.17167148226519335
1842,Energy,Joule,0.17234701503992178
1843,Geometrical optics,Physics,0.17279484340468368
1844,Strength of materials,Frame of reference,0.17292915237933393
1845,Plane mirror,Distance,0.17312717978294995
1846,Intensity (physics),Distance,0.17312717978294995
1847,Sound intensity,Distance,0.17312717978294995
1848,Torque,Distance,0.17312717978294995
1849,Ohm's law,Field (physics),0.1734137027889726
1850,Photoelectric effect,Magnet,0.17350701195333565
1851,Strength of materials,Mass,0.17350712222549308
1852,Sound,Metre,0.17419668002029384
1853,Curved mirror,Geometrical optics,0.1750656832031937
1854,Electric potential,Mass,0.17507618752554063
1855,Absorption spectroscopy,Joule,0.17509467080368485
1856,Scattering,Refraction,0.17511580656076964
1857,Electron,Euclidean vector,0.17523725799418097
1858,Dielectric,Displacement (vector),0.17580230029913516
1859,Photoelectric effect,Frame of reference,0.17583017856310063
1860,Curved mirror,Wave,0.17589161707246861
1861,Electrical resistance and conductance,Metre,0.1759059767654369
1862,Electrical resistance and conductance,Field (physics),0.17628298897645053
1863,Laser,Magnet,0.17631277033605433
1864,Color,Ray (optics),0.17703418133254945
1865,Laser,Electric charge,0.17735129636732286
1866,Power (physics),Frame of reference,0.17768204515173955
1867,Compression (physics),Physical quantity,0.17789844939492058
1868,Rarefaction,Physical quantity,0.17789844939492058
1869,Absorption spectroscopy,Color,0.1780302415553342
1870,Laser,Planet,0.17813436512696357
1871,Field line,Magnet,0.17850597911986593
1872,Laser,Metre,0.17861382907870504
1873,Distance,Metre,0.1786633009240373
1874,Displacement (vector),Metre,0.1786633009240373
1875,Amplitude,Frame of reference,0.17868425687272704
1876,Mechanical energy,Displacement (vector),0.1793643600281556
1877,Fatigue (material),Plasticity (physics),0.17956228064545673
1878,Motion,Length,0.1799416439202594
1879,Wavelength,Physics,0.1799416439202594
1880,Standing wave,Metre,0.18004644168476855
1881,Energy,Compass,0.1808098571637413
1882,Work (physics),Physics,0.18088400981007483
1883,Equations of motion,Position (vector),0.18121145714751008
1884,Refractive index,Angle of incidence,0.18138138590111783
1885,Electric field,Electrostatics,0.18146733122481595
1886,Crest (physics),Physics,0.1823777237503506
1887,Photoelectric effect,Electric charge,0.18248246287539766
1888,Energy,Velocity,0.18255386006981744
1889,Diffraction,Motion,0.1830853683349043
1890,Power (physics),Potential energy,0.18314680702822025
1891,Electrical resistance and conductance,Light,0.18356655741960784
1892,Resultant force,Gravity,0.18362688624179138
1893,Pitch (music),Physics,0.18364857010228394
1894,Absorption spectroscopy,Compass,0.18369243244980618
1895,Electrostatics,Kilogram,0.18407040332358127
1896,Lever,Gravity,0.1841971560748404
1897,Electromotive force,Electrostatics,0.18429632497219414
1898,Electric potential,Motion,0.1843044893634343
1899,Wavelength,Speed,0.18437711339020774
1900,Absorption spectroscopy,Electric charge,0.18444534822201578
1901,Photoelectric effect,Metre,0.18466932161465513
1902,Standing wave,Length,0.18467719205775693
1903,Energy,Physical quantity,0.185023458438669
1904,Magnification,Frame of reference,0.1852363938468602
1905,Absorption spectroscopy,Velocity,0.18546423925858288
1906,Coulomb's law,Metre,0.185534256240926
1907,Energy,Kinetic energy,0.1856028574408428
1908,Lever,Compass,0.18569182684913368
1909,Color,Metre,0.1860460409625516
1910,Creep (deformation),Velocity,0.1860508982492105
1911,Electroscope,Field (physics),0.186274647227706
1912,Shock wave,Metre,0.18640108083894208
1913,Sonic boom,Metre,0.18640108083894208
1914,Sonic boom,Euclidean vector,0.186482406974686
1915,Shock wave,Euclidean vector,0.186482406974686
1916,Photoelectric effect,Mechanical energy,0.18676341816484426
1917,Strength of materials,Electrostatics,0.1868247452522037
1918,Strength of materials,Crystallinity,0.18691753486562696
1919,Energy level,Speed,0.18731216131156625
1920,Doppler effect,Metre,0.18740901562161788
1921,Amplitude,Metre,0.1876668770376263
1922,Absorption spectroscopy,Frame of reference,0.18776505520338743
1923,Resonance (particle physics),Ray (optics),0.1881182097179007
1924,Absorption spectroscopy,Kinetic energy,0.18856184550860886
1925,Euclidean vector,Velocity,0.18914855102959535
1926,Voltmeter,Field (physics),0.18917858486069739
1927,Mechanical energy,Physics,0.18953516086097966
1928,Mechanical energy,Tension (physics),0.18969125602289866
1929,Laser,Mechanical energy,0.18978354409636652
1930,Pigment,Force,0.1897972686670658
1931,Huygens–Fresnel principle,Metre,0.19004490826372583
1932,Emission spectrum,Mass,0.19016744986911505
1933,Scattering,Metre,0.19046479359436005
1934,Subtractive color,Refraction,0.19071485690541945
1935,Energy level,Diffraction,0.1907661997891056
1936,Dielectric,Force,0.19079511018457923
1937,Le Sage's theory of gravitation,Physics,0.19105618369299
1938,Kinetic energy,Physics,0.1916759536483414
1939,Newton's law of universal gravitation,Physical quantity,0.19190715582247803
1940,Sound,Physics,0.19205058982333387
1941,Refractive index,Motion,0.1926745847632778
1942,Electron,Speed,0.19270983987460874
1943,Dielectric,Euclidean vector,0.1934029569864568
1944,Shock wave,Physics,0.19344737504750048
1945,Sonic boom,Physics,0.19344737504750048
1946,Magnification,Metre,0.1945483958987656
1947,Work (physics),Friction,0.19473442349369713
1948,Equations of motion,Distance,0.19476807725581874
1949,Velocity,Physics,0.19487730736684977
1950,Electric current,Field (physics),0.1952879366096918
1951,Dielectric,Physics,0.19543102541643406
1952,Lever,Mass,0.19576450422665176
1953,Interference (wave propagation),Motion,0.19623106490263562
1954,Electron,Diffraction,0.19626341160890834
1955,Absorption spectroscopy,Scattering,0.19626341160890834
1956,Electromagnetic radiation,Velocity,0.19811153576777638
1957,Capacitance,Electrical conductor,0.19826631687018992
1958,Capacitor,Electrical conductor,0.19826631687018992
1959,Intensity (physics),Hertz,0.19868907944139752
1960,Sound intensity,Hertz,0.19868907944139752
1961,Diffraction,Light,0.19912304533652372
1962,Newton's law of universal gravitation,Direction (geometry),0.20035815527257833
1963,Ohm's law,Length,0.20064251942753897
1964,Musical tone,Motion,0.20076676154250991
1965,Snell's law,Geometrical optics,0.20087357343846807
1966,Collision,Telescope,0.20097638981071342
1967,Coulomb's law,Temperature,0.20148603209970095
1968,Scattering,Displacement (vector),0.20210219766020984
1969,Subtractive color,Physical quantity,0.20256365266909854
1970,Absorption spectroscopy,Wavelength,0.2028148247292285
1971,Emission spectrum,Motion,0.20332748500134437
1972,Ammeter,Distance,0.2033452607392142
1973,Compression (physics),Motion,0.20413301740344844
1974,Rarefaction,Motion,0.20413301740344844
1975,Electron,Motion,0.20424018693581444
1976,Laser,Reflection (physics),0.20433377366304034
1977,Inelastic collision,Telescope,0.2047941534032091
1978,Energy level,Joule,0.2051224060668683
1979,Refracting telescope,Position (vector),0.2051971068380228
1980,Pitch (music),Length,0.2060307095661403
1981,Lever,Physical quantity,0.20640413073184619
1982,Work (physics),Joule,0.20659306485148246
1983,Intensity (physics),Mass,0.2074425398271027
1984,Sound intensity,Mass,0.2074425398271027
1985,Newton's law of universal gravitation,Magnet,0.208334711215068
1986,Distance,Physics,0.20835348243398452
1987,Displacement (vector),Physics,0.20835348243398452
1988,Scattering,Reflection (physics),0.20845294431541625
1989,Fatigue (material),Electric charge,0.20877386781122886
1990,Contact force,Velocity,0.20911777121122657
1991,Scalar multiplication,Speed,0.20912783889504732
1992,Torque,Physics,0.20967072878156476
1993,Electric potential energy,Kilogram,0.20975464564780189
1994,Telescope,Virtual image,0.2100455421345491
1995,Scattering,Length,0.21016707438080123
1996,Strength of materials,Velocity,0.21153185166347652
1997,Refracting telescope,Plane mirror,0.21171252911092733
1998,Normal force,Physics,0.21185729916111498
1999,Force,Physics,0.21185729916111498
2000,Creep (deformation),Tension (physics),0.21222868911906204
2001,Plasticity (physics),Compression (physics),0.21222868911906204
2002,Total internal reflection,Speed,0.21276658011445024
2003,Diffraction,Metre,0.21306231147843666
2004,Potential energy,Physics,0.2132270559686021
2005,Transverse wave,Physical quantity,0.21334116787674207
2006,Energy level,Wavelength,0.2134892891886616
2007,Electric potential,Metre,0.21448104169523607
2008,Interference (wave propagation),Frame of reference,0.2147092766610853
2009,Emission spectrum,Friction,0.2149584347132306
2010,Ammeter,Voltage,0.21507444937348769
2011,Energy level,Compass,0.21519463469351321
2012,Resultant force,Friction,0.21523278386145472
2013,Sound,Length,0.21545672406738306
2014,Voltage,Physics,0.2155228446435066
2015,Energy,Length,0.21557091460817682
2016,Lever,Friction,0.21590120865605553
2017,Scattering,Force,0.2160884704109575
2018,Mechanical energy,Gravitational field,0.21634093022098416
2019,Work (physics),Compass,0.21673750797577515
2020,Collision,Magnification,0.21687080489694519
2021,Shock wave,Length,0.21702374226244042
2022,Sonic boom,Length,0.21702374226244042
2023,Resultant force,Physics,0.2170608117720898
2024,Energy level,Velocity,0.21727029624296962
2025,Power (physics),Velocity,0.21734572512015957
2026,Ammeter,Potential energy,0.21739012869893728
2027,Pigment,Refraction,0.21795983646333647
2028,Mechanical energy,Free fall,0.21807045734323147
2029,Dispersion (optics),Velocity,0.21809179078861166
2030,Diffraction,Position (vector),0.21854951449966453
2031,Amplitude,Physics,0.21885326850042078
2032,Voltmeter,Length,0.21888274846640615
2033,Fatigue (material),Frame of reference,0.2195656518828578
2034,Energy level,Frame of reference,0.21996568897165222
2035,Collision,Displacement (vector),0.2200882321140765
2036,Fatigue (material),Mass,0.22029949186469147
2037,Refracting telescope,Displacement (vector),0.22054811868084834
2038,Scattering,Field (physics),0.22065029248274856
2039,Energy level,Kinetic energy,0.22089912426004554
2040,Inelastic collision,Magnification,0.22099050007104298
2041,Lever,Length,0.22139145275072053
2042,Electromagnetic radiation,Wavelength,0.22156241356974546
2043,Work (physics),Physical quantity,0.22178836888710446
2044,Scattering,Euclidean vector,0.2223358998968584
2045,Pitch (music),Physical quantity,0.22239047108880716
2046,Fracture,Electric charge,0.22257192802062914
2047,Refracting telescope,Angle of incidence,0.22260442815137188
2048,Electromagnetic spectrum,Physical quantity,0.22353293620940937
2049,Refractive index,Metre,0.22422158999466946
2050,Inelastic collision,Displacement (vector),0.22426904579320187
2051,Emission spectrum,Direction (geometry),0.22462762379675472
2052,Kinetic energy,Mass,0.22512917986064954
2053,Refracting telescope,Euclidean vector,0.22521081311766888
2054,Deformation (engineering),Physics,0.22579924638014662
2055,Electron,Frame of reference,0.2263043275077388
2056,Euclidean vector,Compass,0.22645778262566346
2057,Strength of materials,Electric charge,0.22647712206336576
2058,Emission spectrum,Color,0.22677461898768586
2059,Fracture,Speed,0.2280145788356432
2060,Interference (wave propagation),Metre,0.22836037992698469
2061,Newton's laws of motion,Physics,0.22846879412060161
2062,Refracting telescope,Field (physics),0.22850332130938963
2063,Refracting telescope,Length,0.2304027381859277
2064,Elasticity (physics),Electric charge,0.2313960446771914
2065,Free body diagram,Electric charge,0.2313960446771914
2066,Pigment,Physical quantity,0.23150131733611257
2067,Strength of materials,Speed,0.23163385786478038
2068,Standing wave,Amplitude,0.2332538938159055
2069,Emission spectrum,Magnet,0.23357038335154165
2070,Musical tone,Metre,0.23363871548730564
2071,Energy,Mass,0.23397908251761454
2072,Fracture,Frame of reference,0.23407695119611863
2073,Photoelectric effect,Potential energy,0.23471241289053468
2074,Fracture,Mass,0.23485929134878097
2075,Diffraction,Displacement (vector),0.23489943403325933
2076,Emission spectrum,Electric charge,0.2349461709520745
2077,Plasticity (physics),Coulomb,0.2359059495319129
2078,Emission spectrum,Planet,0.23598354147283307
2079,Collision,Distance,0.23615295917942133
2080,Doppler effect,Light,0.23619752842802685
2081,Emission spectrum,Metre,0.23661871145398672
2082,Fatigue (material),Electrostatics,0.2372086858389708
2083,Rarefaction,Metre,0.23755613532965725
2084,Compression (physics),Metre,0.23755613532965725
2085,Electron,Metre,0.23768085194952496
2086,Absorption spectroscopy,Mass,0.23770931233639384
2087,Electromagnetic radiation,Work (physics),0.23779091727731536
2088,Laser,Potential energy,0.23850791551940173
2089,Free fall,Gravity,0.2387259316407187
2090,Electromagnetic spectrum,Wave,0.23875144599085982
2091,Resonance (particle physics),Length,0.23939636007487003
2092,Ammeter,Coulomb,0.2394437680311079
2093,Capacitance,Distance,0.23954262277465316
2094,Capacitor,Distance,0.23954262277465316
2095,Laser,Physical quantity,0.23957028370130398
2096,Work (physics),Kilogram,0.23964843271336425
2097,Inelastic collision,Distance,0.24063893970014047
2098,Refraction,Position (vector),0.24197863829065236
2099,Collision,Euclidean vector,0.24212262761270287
2100,Pitch (music),Reflection (physics),0.24219000581413722
2101,Curved mirror,Plane mirror,0.24250574398175906
2102,Elasticity (physics),Frame of reference,0.243357197552144
2103,Free body diagram,Frame of reference,0.243357197552144
2104,Acceleration,Speed,0.2433777896750742
2105,Equations of motion,Length,0.24359663420856226
2106,Dispersion (optics),Wavelength,0.24390777326320828
2107,Elasticity (physics),Mass,0.24417055446794264
2108,Free body diagram,Mass,0.24417055446794264
2109,Scalar (mathematics),Motion,0.24511062438539286
2110,Ohmmeter,Series and parallel circuits,0.24522269337528374
2111,Sound intensity,Motion,0.24538159744084545
2112,Intensity (physics),Motion,0.24538159744084545
2113,Inelastic collision,Euclidean vector,0.24672200843295627
2114,Speed,Physical quantity,0.24837329418273088
2115,Collision,Optical microscope,0.24862469627832476
2116,Ohm's law,Distance,0.2486684182745882
2117,Acceleration,Physics,0.24917873974284377
2118,Torque,Gravity,0.2492079170424312
2119,Diffraction,Sound,0.2500607962764142
2120,Energy,Motion,0.2501709857495182
2121,Sound,Speed,0.25068901829040274
2122,Curved mirror,Light,0.2507692753025085
2123,Torque,Compass,0.25123011867823974
2124,Emission spectrum,Mechanical energy,0.2514157940114784
2125,Force,Gravity,0.2518068046073334
2126,Normal force,Gravity,0.2518068046073334
2127,Total internal reflection,Field (physics),0.25239091567210314
2128,Fracture,Electrostatics,0.25288602976957364
2129,Le Sage's theory of gravitation,Displacement (vector),0.25322027298092553
2130,Sound,Reflection (physics),0.25327032734323074
2131,Inelastic collision,Optical microscope,0.25334759091555387
2132,Coulomb's law,Displacement (vector),0.2535193559795058
2133,Electric field,Displacement (vector),0.2538304480639868
2134,Optical microscope,Planet,0.2538400247926214
2135,Force,Compass,0.2538500949579284
2136,Normal force,Compass,0.2538500949579284
2137,Frequency,Physical quantity,0.2540147002379652
2138,Absorption spectroscopy,Motion,0.2541593562516805
2139,Resonance (particle physics),Physical quantity,0.2541605383872082
2140,Electrostatics,Distance,0.2543909580484163
2141,Shock wave,Reflection (physics),0.2551123641278003
2142,Sonic boom,Reflection (physics),0.2551123641278003
2143,Electrical resistance and conductance,Potential energy,0.25512144636114664
2144,Laser,Refraction,0.2565554923364368
2145,Musical tone,Physics,0.25758500741619045
2146,Work (physics),Length,0.2584057283001069
2147,Ohmmeter,Gravity,0.2591959226795022
2148,Refraction,Displacement (vector),0.2600813152696354
2149,Resultant force,Compass,0.26008500957093017
2150,Pitch (music),Amplitude,0.26022414959031004
2151,Wave,Position (vector),0.26079919904659193
2152,Creep (deformation),Physics,0.26208841097695595
2153,Electric potential,Electric potential energy,0.26246868729008066
2154,Refraction,Angle of incidence,0.2625062177122134
2155,Gravitational acceleration,Gravity,0.26259852480479057
2156,Deformation (engineering),Tension (physics),0.26264943141632124
2157,Free body diagram,Electrostatics,0.2629119833898108
2158,Elasticity (physics),Electrostatics,0.2629119833898108
2159,Interference (wave propagation),Physics,0.262976872148896
2160,Subtractive color,Displacement (vector),0.2637216794045847
2161,Energy,Friction,0.264481525982711
2162,Resultant force,Kilogram,0.2648745835252973
2163,Electroscope,Temperature,0.2652899422646063
2164,Subtractive color,Reflection (physics),0.2658161810836585
2165,Sound,Position (vector),0.2659474564368759
2166,Resultant force,Physical quantity,0.26614604266452535
2167,Ohmmeter,Electrostatics,0.26628731286689816
2168,Series and parallel circuits,Electrostatics,0.2664471807478223
2169,Euclidean vector,Physics,0.2664520496511533
2170,Electron,Field (physics),0.2668533260071185
2171,Electromagnetic radiation,Kilogram,0.26703472819681506
2172,Electromagnetic radiation,Wave,0.26709337555333024
2173,Deformation (engineering),Gravity,0.26837775681492587
2174,Fatigue (material),Velocity,0.26857894267935856
2175,Coulomb's law,Kilogram,0.26858996652191897
2176,Absorption spectroscopy,Friction,0.2686980433915383
2177,Reflection (physics),Wave,0.26870625825594696
2178,Ohm's law,Electrostatics,0.2703012766258847
2179,Deformation (engineering),Compass,0.2705555124227197
2180,Electrical resistance and conductance,Series and parallel circuits,0.2706708337678957
2181,Emission spectrum,Reflection (physics),0.2706912140009854
2182,Lever,Distance,0.2709816727037478
2183,Voltmeter,Distance,0.2712746381177326
2184,Newton's laws of motion,Gravity,0.2715506958117526
2185,Scalar (mathematics),Frame of reference,0.2715900129584705
2186,Sound,Amplitude,0.27212954278522306
2187,Electromotive force,Physics,0.2736034355830077
2188,Newton's laws of motion,Compass,0.27375419828387504
2189,Sonic boom,Amplitude,0.2741087427698275
2190,Shock wave,Amplitude,0.2741087427698275
2191,Electrical resistance and conductance,Electrostatics,0.27477365514619173
2192,Electric field,Force,0.275477671362459
2193,Subtractive color,Mass,0.27584189238462015
2194,Photoelectric effect,Planet,0.27622970226126337
2195,Energy,Direction (geometry),0.2763783463481806
2196,Sound,Velocity,0.27643134482456533
2197,Coulomb's law,Field (physics),0.2767863026455817
2198,Electric field,Field (physics),0.27712594546107056
2199,Shock wave,Velocity,0.2784418318441712
2200,Sonic boom,Velocity,0.2784418318441712
2201,Energy level,Mass,0.2784751007391349
2202,Coulomb's law,Euclidean vector,0.27890074826273364
2203,Dispersion (optics),Color,0.27910722336945953
2204,Electric field,Euclidean vector,0.2792429857017849
2205,Torque,Physical quantity,0.27925264746073314
2206,Wave,Displacement (vector),0.28030986201282926
2207,Absorption spectroscopy,Direction (geometry),0.2807845297459434
2208,Power (physics),Gravity,0.28121439548070715
2209,Force,Physical quantity,0.28216485924583523
2210,Normal force,Physical quantity,0.28216485924583523
2211,Scattering,Ray (optics),0.28334835901109107
2212,Lever,Direction (geometry),0.283840719969486
2213,Collision,Geometrical optics,0.2847497671958268
2214,Speed,Motion,0.2850007414702225
2215,Electromagnetic radiation,Energy,0.2850409354800057
2216,Scalar (mathematics),Metre,0.2852430900100413
2217,Curved mirror,Field (physics),0.28538741990314637
2218,Sound intensity,Metre,0.2855584300400403
2219,Intensity (physics),Metre,0.2855584300400403
2220,Sound,Displacement (vector),0.2858432659648069
2221,Direction (geometry),Motion,0.28596239511629173
2222,Fracture,Velocity,0.2863295762280825
2223,Mechanical energy,Position (vector),0.28634386778172355
2224,Energy,Magnet,0.2873813790819361
2225,Dispersion (optics),Frequency,0.28862715366749936
2226,Musical tone,Length,0.28897813809276823
2227,Pitch (music),Displacement (vector),0.28953461169524025
2228,Dielectric,Field (physics),0.2897354638988979
2229,Dispersion (optics),Refraction,0.28991343010359555
2230,Inelastic collision,Geometrical optics,0.29015889657264426
2231,Electroscope,Electrostatics,0.29034772995970554
2232,Ohmmeter,Physical quantity,0.2904448160326886
2233,Electromagnetic spectrum,Displacement (vector),0.29102200993424493
2234,Energy,Metre,0.29113199472679885
2235,Optical microscope,Reflection (physics),0.29117396935525364
2236,Mechanical energy,Gravity,0.29177613867198954
2237,Absorption spectroscopy,Magnet,0.2919629791894271
2238,Torque,Friction,0.2921016352405458
2239,Huygens–Fresnel principle,Light,0.2937064918713725
2240,Electrical conductor,Light,0.2937064918713725
2241,Dispersion (optics),Kilogram,0.2939661330143816
2242,Contact force,Physics,0.29458253026212183
2243,Voltmeter,Electrostatics,0.2948741199555106
2244,Absorption spectroscopy,Planet,0.2949794268410414
2245,Lever,Magnet,0.295140840888013
2246,Force,Friction,0.2951478438703663
2247,Normal force,Friction,0.2951478438703663
2248,Color,Velocity,0.2952350027369801
2249,Free fall,Physics,0.29526864752552995
2250,Capacitor,Electric current,0.2953214810894145
2251,Capacitance,Electric current,0.2953214810894145
2252,Absorption spectroscopy,Metre,0.2957733893174834
2253,Refractive index,Ray (optics),0.29693447798811945
2254,Dispersion (optics),Wave,0.2972977028900555
2255,Doppler effect,Velocity,0.297397896529925
2256,Elasticity (physics),Velocity,0.29768143719873674
2257,Free body diagram,Velocity,0.29768143719873674
2258,Energy level,Motion,0.29774623316321913
2259,Strength of materials,Physics,0.297983226069853
2260,Geometrical optics,Physical quantity,0.2980754623761739
2261,Snell's law,Position (vector),0.29924578080544995
2262,Torque,Length,0.2995296125450925
2263,Work (physics),Motion,0.299880973691002
2264,Wavelength,Physical quantity,0.3005871397147722
2265,Deformation (engineering),Physical quantity,0.3007336203423279
2266,Dielectric,Gravity,0.3008524102529936
2267,Pigment,Displacement (vector),0.301396205033811
2268,Scattering,Velocity,0.30224708662006905
2269,Resonance (particle physics),Amplitude,0.3023661586502478
2270,Normal force,Length,0.3026532845158786
2271,Force,Length,0.3026532845158786
2272,Pitch (music),Mass,0.30284114442611426
2273,Pigment,Reflection (physics),0.30378992123846676
2274,Creep (deformation),Speed,0.30401943844752427
2275,Newton's laws of motion,Physical quantity,0.30428909171583335
2276,Capacitance,Physics,0.30429821542232044
2277,Capacitor,Physics,0.30429821542232044
2278,Electric current,Electrostatics,0.30439681366743326
2279,Electromagnetic spectrum,Mass,0.304396901032484
2280,Collision,Force,0.3045166281727467
2281,Refracting telescope,Virtual image,0.3056235027923445
2282,Power (physics),Physics,0.30617318306668595
2283,Fatigue (material),Tension (physics),0.3063686199110616
2284,Equations of motion,Velocity,0.3073663954230925
2285,Electric potential,Voltage,0.3077544086131244
2286,Laser,Length,0.3079077685769248
2287,Newton's law of universal gravitation,Motion,0.309124937236671
2288,Sound,Wavelength,0.30915310261111656
2289,Energy,Mechanical energy,0.3093380957347379
2290,Resultant force,Free body diagram,0.30988959727722365
