,Unnamed: 0,type,concept,rank,score,match_concept_list,match_freq_list,first_concept_list,first_freq_list,theta_match_concepts,theta_match_freq,theta_first_concepts,theta_first_freq,rank_match_concepts,rank_match_freq,rank_first_concepts,rank_first_freq
117,64,1,Inelastic collision,92.0,0.3090985705616242,Energy|Collision|Deformation (engineering)|Force|Physics|Work (physics)|Laser|Electric current|Field (physics)|Metre|Optical microscope|Electron,24|4|1|2|5|4|1|2|2|1|1|1,Energy|Collision|Deformation (engineering)|Force|Physics|Work (physics)|Laser|Electric current|Field (physics)|Metre|Optical microscope|Electron,24|4|1|2|5|4|1|2|2|1|1|1,Energy|Collision|Deformation (engineering)|Force|Physics|Work (physics)|Laser|Electric current|Field (physics)|Metre|Optical microscope|Electron,24|4|1|2|5|4|1|2|2|1|1|1,Energy|Collision|Deformation (engineering)|Force|Physics|Work (physics)|Laser|Electric current|Field (physics)|Metre|Optical microscope|Electron,24|4|1|2|5|4|1|2|2|1|1|1,Collision|Force|Physics|Electric current|Field (physics)|Metre|Optical microscope,4|2|5|2|2|1|1,Collision|Force|Physics|Electric current|Field (physics)|Metre|Optical microscope,4|2|5|2|2|1|1
118,20,1,Relative velocity,93.0,0.08389092231778478,Velocity,4,Velocity,4,,,,,,,,
119,41,2,Deformation (engineering),94.0,0.22132962129042627,Deformation (engineering)|Force|Compression (physics)|Tension (physics)|Direction (geometry)|Hooke's law|Elasticity (physics)|Metre|Work (physics)|Fracture|Plasticity (physics),2|14|4|2|1|11|4|1|1|3|3,Deformation (engineering)|Force|Compression (physics)|Tension (physics)|Direction (geometry)|Hooke's law|Elasticity (physics)|Metre|Work (physics)|Fracture|Plasticity (physics),2|14|4|2|1|11|4|1|1|3|3,Deformation (engineering)|Force|Compression (physics)|Tension (physics)|Direction (geometry)|Hooke's law|Elasticity (physics)|Metre|Work (physics)|Fracture|Plasticity (physics),2|14|4|2|1|11|4|1|1|3|3,Deformation (engineering)|Force|Compression (physics)|Tension (physics)|Direction (geometry)|Hooke's law|Elasticity (physics)|Metre|Work (physics)|Fracture|Plasticity (physics),2|14|4|2|1|11|4|1|1|3|3,Force|Compression (physics)|Tension (physics)|Direction (geometry)|Elasticity (physics)|Metre,14|4|2|1|4|1,Force|Compression (physics)|Tension (physics)|Direction (geometry)|Elasticity (physics)|Metre,14|4|2|1|4|1
120,23,1,Hooke's law,95.0,0.10791319204674288,Deformation (engineering)|Force|Compression (physics)|Tension (physics)|Direction (geometry)|Hooke's law|Elasticity (physics)|Metre,1|6|4|2|1|4|1|1,Deformation (engineering)|Force|Compression (physics)|Tension (physics)|Direction (geometry)|Hooke's law|Elasticity (physics)|Metre,1|6|4|2|1|4|1|1,,,,,,,,
121,84,2,Creep (deformation),96.0,0.3749242823589949,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering)|Fatigue (material),1|1|3|5|6|2|4,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering)|Fatigue (material),1|1|3|5|6|2|4,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering)|Fatigue (material),1|1|3|5|6|2|4,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering)|Fatigue (material),1|1|3|5|6|2|4,Elasticity (physics)|Force|Deformation (engineering),1|5|2,Elasticity (physics)|Force|Deformation (engineering),1|5|2
122,79,2,Plasticity (physics),96.0,0.3658689378074551,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering),8|4|3|1,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering),8|4|3|1,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering),8|4|3|1,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering),8|4|3|1,Elasticity (physics)|Force|Deformation (engineering),4|3|1,Elasticity (physics)|Force|Deformation (engineering),4|3|1
123,39,2,Fracture,96.0,0.20613871593838407,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering)|Fracture|Creep (deformation)|Fatigue (material),9|5|8|3|3|6|4,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering)|Fracture|Creep (deformation)|Fatigue (material),9|5|8|3|3|6|4,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering)|Fracture|Creep (deformation)|Fatigue (material),9|5|8|3|3|6|4,Plasticity (physics)|Elasticity (physics)|Force|Deformation (engineering)|Fracture|Creep (deformation)|Fatigue (material),9|5|8|3|3|6|4,Elasticity (physics)|Force|Deformation (engineering),5|8|3,Elasticity (physics)|Force|Deformation (engineering),5|8|3
124,40,2,Fatigue (material),97.0,0.21402996065843333,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering)|Fatigue (material),1|1|3|5|6|2|4,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering)|Fatigue (material),1|1|3|5|6|2|4,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering)|Fatigue (material),1|1|3|5|6|2|4,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering)|Fatigue (material),1|1|3|5|6|2|4,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering),1|1|3|5|6|2,Plasticity (physics)|Elasticity (physics)|Fracture|Force|Creep (deformation)|Deformation (engineering),1|1|3|5|6|2
125,43,2,Strength of materials,98.0,0.2349503967222089,Strength of materials|Force|Metre|Stiffness|Hardness|Deformation (engineering)|Electrical |Electrical resistance and conductance|Energy|Plasticity (physics)|Fracture|Crystallinity|Work (physics)|Temperature|Color,3|4|2|4|4|4|1|1|1|3|2|1|4|4|1,Strength of materials|Force|Metre|Stiffness|Hardness|Deformation (engineering)|Electrical |Electrical resistance and conductance|Energy|Plasticity (physics)|Fracture|Crystallinity|Work (physics)|Temperature|Color,3|4|2|4|4|4|1|1|1|3|2|1|4|4|1,Strength of materials|Force|Metre|Stiffness|Hardness|Deformation (engineering)|Electrical |Electrical resistance and conductance|Energy|Plasticity (physics)|Fracture|Crystallinity|Work (physics)|Temperature|Color,3|4|2|4|4|4|1|1|1|3|2|1|4|4|1,Strength of materials|Force|Metre|Stiffness|Hardness|Deformation (engineering)|Electrical |Electrical resistance and conductance|Energy|Plasticity (physics)|Fracture|Crystallinity|Work (physics)|Temperature|Color,3|4|2|4|4|4|1|1|1|3|2|1|4|4|1,Force|Metre|Deformation (engineering)|Electrical resistance and conductance|Plasticity (physics)|Fracture|Crystallinity|Temperature,4|2|4|1|3|2|1|4,Force|Metre|Deformation (engineering)|Electrical resistance and conductance|Plasticity (physics)|Fracture|Crystallinity|Temperature,4|2|4|1|3|2|1|4
126,14,0,Hardness,99.0,0.0,,,,,,,,,,,,
127,8,0,Stiffness,99.0,0.0,,,,,,,,,,,,
128,45,1,Work (physics),100.0,0.2420440061361994,Work (physics)|Force|Displacement (vector)|Distance|Direction (geometry)|Motion|Euclidean vector|Physical quantity|Joule|Position (vector)|Energy|Physics,20|19|8|1|10|7|3|1|3|3|2|2,Work (physics)|Force|Displacement (vector)|Distance|Direction (geometry)|Motion|Euclidean vector|Physical quantity|Joule|Position (vector)|Energy|Physics,20|19|8|1|10|7|3|1|3|3|2|2,Work (physics)|Force|Displacement (vector)|Distance|Direction (geometry)|Motion|Euclidean vector|Physical quantity|Joule|Position (vector)|Energy|Physics,20|19|8|1|10|7|3|1|3|3|2|2,Work (physics)|Force|Displacement (vector)|Distance|Direction (geometry)|Motion|Euclidean vector|Physical quantity|Joule|Position (vector)|Energy|Physics,20|19|8|1|10|7|3|1|3|3|2|2,Force|Displacement (vector)|Distance|Direction (geometry)|Motion|Euclidean vector|Physical quantity|Joule|Position (vector)|Physics,19|8|1|10|7|3|1|3|3|2,Force|Displacement (vector)|Distance|Direction (geometry)|Motion|Euclidean vector|Physical quantity|Joule|Position (vector)|Physics,19|8|1|10|7|3|1|3|3|2
129,146,1,Energy,101.0,0.6688255584881311,Mechanical energy|Force|Work (physics)|Friction|Electrical |Electrical resistance and conductance|Kinetic energy|Position (vector)|Energy|Potential energy|Gravitational field|Distance|Mass|Elasticity (physics),5|14|23|5|1|1|3|2|19|10|2|1|2|2,Mechanical energy|Force|Work (physics)|Friction|Electrical |Electrical resistance and conductance|Kinetic energy|Position (vector)|Energy|Potential energy|Gravitational field|Distance|Mass|Elasticity (physics),5|14|23|5|1|1|3|2|19|10|2|1|2|2,Mechanical energy|Force|Work (physics)|Friction|Electrical |Electrical resistance and conductance|Kinetic energy|Position (vector)|Energy|Potential energy|Gravitational field|Distance|Mass|Elasticity (physics),5|14|23|5|1|1|3|2|19|10|2|1|2|2,Mechanical energy|Force|Work (physics)|Friction|Electrical |Electrical resistance and conductance|Kinetic energy|Position (vector)|Energy|Potential energy|Gravitational field|Distance|Mass|Elasticity (physics),5|14|23|5|1|1|3|2|19|10|2|1|2|2,Mechanical energy|Force|Work (physics)|Friction|Electrical resistance and conductance|Kinetic energy|Position (vector)|Potential energy|Gravitational field|Distance|Mass|Elasticity (physics),5|14|23|5|1|3|2|10|2|1|2|2,Mechanical energy|Force|Work (physics)|Friction|Electrical resistance and conductance|Kinetic energy|Position (vector)|Potential energy|Gravitational field|Distance|Mass|Elasticity (physics),5|14|23|5|1|3|2|10|2|1|2|2
130,50,1,Power (physics),102.0,0.2543931399929088,Work (physics)|Energy|Length|Power (physics)|Field (physics),8|2|1|13|1,Work (physics)|Energy|Length|Power (physics)|Field (physics),8|2|1|13|1,Work (physics)|Energy|Length|Power (physics)|Field (physics),8|2|1|13|1,Work (physics)|Energy|Length|Power (physics)|Field (physics),8|2|1|13|1,Work (physics)|Energy|Length|Field (physics),8|2|1|1,Work (physics)|Energy|Length|Field (physics),8|2|1|1
131,124,1,Doppler effect,103.0,0.5327233763145124,Pitch (music)|Doppler effect|Frequency|Wavelength|Wave|Sound|Amplitude|Direction (geometry)|Speed|Velocity|Distance|Reflection (physics)|Hertz|Metre|Light|Color|Telescope|Position (vector),4|16|25|19|25|19|1|4|5|4|3|3|1|4|23|4|2|1,Pitch (music)|Doppler effect|Frequency|Wavelength|Wave|Sound|Amplitude|Direction (geometry)|Speed|Velocity|Distance|Reflection (physics)|Hertz|Metre|Light|Color|Telescope|Position (vector),4|16|25|19|25|19|1|4|5|4|3|3|1|4|23|4|2|1,Pitch (music)|Doppler effect|Frequency|Wavelength|Wave|Sound|Amplitude|Direction (geometry)|Speed|Velocity|Distance|Reflection (physics)|Hertz|Metre|Light|Color|Telescope|Position (vector),4|16|25|19|25|19|1|4|5|4|3|3|1|4|23|4|2|1,Pitch (music)|Doppler effect|Frequency|Wavelength|Wave|Sound|Amplitude|Direction (geometry)|Speed|Velocity|Distance|Reflection (physics)|Hertz|Metre|Light|Color|Telescope|Position (vector),4|16|25|19|25|19|1|4|5|4|3|3|1|4|23|4|2|1,Pitch (music)|Frequency|Wavelength|Wave|Sound|Amplitude|Direction (geometry)|Speed|Velocity|Distance|Reflection (physics)|Hertz|Metre|Light|Telescope|Position (vector),4|25|19|25|19|1|4|5|4|3|3|1|4|23|2|1,Pitch (music)|Frequency|Wavelength|Wave|Sound|Amplitude|Direction (geometry)|Speed|Velocity|Distance|Reflection (physics)|Hertz|Metre|Light|Telescope|Position (vector),4|25|19|25|19|1|4|5|4|3|3|1|4|23|2|1
132,90,1,Color,104.0,0.3936024213124496,Light|Electromagnetic radiation|Wave|Amplitude|Frequency|Wavelength|Velocity|Speed|Color|Refraction|Work (physics)|Hardness|Pigment|Electron|Reflection (physics)|Plasticity (physics),64|3|3|1|21|9|3|6|51|4|1|1|9|1|7|1,Light|Electromagnetic radiation|Wave|Amplitude|Frequency|Wavelength|Velocity|Speed|Color|Refraction|Work (physics)|Hardness|Pigment|Electron|Reflection (physics)|Plasticity (physics),64|3|3|1|21|9|3|6|51|4|1|1|9|1|7|1,Light|Electromagnetic radiation|Wave|Amplitude|Frequency|Wavelength|Velocity|Speed|Color|Refraction|Work (physics)|Hardness|Pigment|Electron|Reflection (physics)|Plasticity (physics),64|3|3|1|21|9|3|6|51|4|1|1|9|1|7|1,Light|Electromagnetic radiation|Wave|Amplitude|Frequency|Wavelength|Velocity|Speed|Color|Refraction|Work (physics)|Hardness|Pigment|Electron|Reflection (physics)|Plasticity (physics),64|3|3|1|21|9|3|6|51|4|1|1|9|1|7|1,Light|Wave|Amplitude|Frequency|Wavelength|Velocity|Speed|Refraction|Work (physics)|Hardness|Reflection (physics)|Plasticity (physics),64|3|1|21|9|3|6|4|1|1|7|1,Light|Wave|Amplitude|Frequency|Wavelength|Velocity|Speed|Refraction|Work (physics)|Hardness|Reflection (physics)|Plasticity (physics),64|3|1|21|9|3|6|4|1|1|7|1
133,32,2,Dispersion (optics),105.0,0.1790560100675121,Light|Wavelength|Color|Speed|Frequency|Refraction,22|1|4|3|5|4,Light|Wavelength|Color|Speed|Frequency|Refraction,22|1|4|3|5|4,Light|Wavelength|Color|Speed|Frequency|Refraction,22|1|4|3|5|4,Light|Wavelength|Color|Speed|Frequency|Refraction,22|1|4|3|5|4,Light|Wavelength|Color|Speed|Frequency|Refraction,22|1|4|3|5|4,Light|Wavelength|Color|Speed|Frequency|Refraction,22|1|4|3|5|4
134,28,2,Subtractive color,106.0,0.14331268474918304,Color|Light,6|2,Color|Light,6|2,Color|Light,6|2,Color|Light,6|2,Color|Light,6|2,Color|Light,6|2
135,55,2,Pigment,107.0,0.2839378009009477,Pigment|Color|Light,4|6|1,Pigment|Color|Light,4|6|1,Pigment|Color|Light,4|6|1,Pigment|Color|Light,4|6|1,Color|Light,6|1,Color|Light,6|1
136,63,1,Huygens–Fresnel principle,108.0,0.3089628839096904,Wave|Huygens–Fresnel principle|Light,4|2|1,Wave|Huygens–Fresnel principle|Light,4|2|1,Wave|Huygens–Fresnel principle|Light,4|2|1,Wave|Huygens–Fresnel principle|Light,4|2|1,Wave|Light,4|1,Wave|Light,4|1
137,48,1,Interference (wave propagation),109.0,0.2478146361650821,Wave|Displacement (vector)|Direction (geometry)|Crest (physics)|Work (physics)|Mirror image,15|10|4|18|1|1,Wave|Displacement (vector)|Direction (geometry)|Crest (physics)|Work (physics)|Mirror image,15|10|4|18|1|1,Wave|Displacement (vector)|Direction (geometry)|Crest (physics)|Work (physics)|Mirror image,15|10|4|18|1|1,Wave|Displacement (vector)|Direction (geometry)|Crest (physics)|Work (physics)|Mirror image,15|10|4|18|1|1,Wave|Displacement (vector)|Direction (geometry)|Crest (physics)|Work (physics)|Mirror image,15|10|4|18|1|1,Wave|Displacement (vector)|Direction (geometry)|Crest (physics)|Work (physics)|Mirror image,15|10|4|18|1|1
138,73,1,Diffraction,110.0,0.34456652376485675,Wave|Diffraction|Sound|Light|Wavelength|Huygens–Fresnel principle|Distance|Mirror image|Position (vector)|Work (physics),28|14|6|8|11|1|2|1|1|1,Wave|Diffraction|Sound|Light|Wavelength|Huygens–Fresnel principle|Distance|Mirror image|Position (vector)|Work (physics),28|14|6|8|11|1|2|1|1|1,Wave|Diffraction|Sound|Light|Wavelength|Huygens–Fresnel principle|Distance|Mirror image|Position (vector)|Work (physics),28|14|6|8|11|1|2|1|1|1,Wave|Diffraction|Sound|Light|Wavelength|Huygens–Fresnel principle|Distance|Mirror image|Position (vector)|Work (physics),28|14|6|8|11|1|2|1|1|1,Wave|Sound|Light|Wavelength|Huygens–Fresnel principle|Distance|Mirror image|Position (vector)|Work (physics),28|6|8|11|1|2|1|1|1,Wave|Sound|Light|Wavelength|Huygens–Fresnel principle|Distance|Mirror image|Position (vector)|Work (physics),28|6|8|11|1|2|1|1|1
139,92,2,Sonic boom,111.0,0.4014444755463929,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Sonic boom|Distance,14|23|34|4|2|2|1|2|3|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Sonic boom|Distance,14|23|34|4|2|2|1|2|3|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Sonic boom|Distance,14|23|34|4|2|2|1|2|3|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Sonic boom|Distance,14|23|34|4|2|2|1|2|3|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Distance,14|23|34|4|2|2|1|2|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Distance,14|23|34|4|2|2|1|2|1
140,44,2,Shock wave,111.0,0.2399802903911013,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Sonic boom|Distance,14|23|34|4|2|2|1|2|3|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Sonic boom|Distance,14|23|34|4|2|2|1|2|3|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Sonic boom|Distance,14|23|34|4|2|2|1|2|3|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Sonic boom|Distance,14|23|34|4|2|2|1|2|3|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Distance,14|23|34|4|2|2|1|2|1,Wave|Speed|Sound|Direction (geometry)|Wavelength|Doppler effect|Frequency|Work (physics)|Distance,14|23|34|4|2|2|1|2|1
141,110,2,Electron,112.0,0.4602092699686455,Wave|Electron|Optical microscope|Magnification|Power (physics)|Light|Work (physics)|Magnet|Geometrical optics|Wavelength|Diffraction|Distance|Position (vector)|Field (physics)|Scattering|Crystallinity,1|40|26|3|1|13|2|3|1|3|3|1|1|1|1|1,Wave|Electron|Optical microscope|Magnification|Power (physics)|Light|Work (physics)|Magnet|Geometrical optics|Wavelength|Diffraction|Distance|Position (vector)|Field (physics)|Scattering|Crystallinity,1|40|26|3|1|13|2|3|1|3|3|1|1|1|1|1,Wave|Electron|Optical microscope|Magnification|Power (physics)|Light|Work (physics)|Magnet|Geometrical optics|Wavelength|Diffraction|Distance|Position (vector)|Field (physics)|Scattering|Crystallinity,1|40|26|3|1|13|2|3|1|3|3|1|1|1|1|1,Wave|Electron|Optical microscope|Magnification|Power (physics)|Light|Work (physics)|Magnet|Geometrical optics|Wavelength|Diffraction|Distance|Position (vector)|Field (physics)|Scattering|Crystallinity,1|40|26|3|1|13|2|3|1|3|3|1|1|1|1|1,Wave|Optical microscope|Magnification|Power (physics)|Light|Work (physics)|Magnet|Geometrical optics|Wavelength|Diffraction|Distance|Position (vector)|Field (physics)|Crystallinity,1|26|3|1|13|2|3|1|3|3|1|1|1|1,Wave|Optical microscope|Magnification|Power (physics)|Light|Work (physics)|Magnet|Geometrical optics|Wavelength|Diffraction|Distance|Position (vector)|Field (physics)|Crystallinity,1|26|3|1|13|2|3|1|3|3|1|1|1|1
142,30,1,Capacitance,113.0,0.1565594502976151,Capacitance|Capacitor|Electrical |Electrical resistance and conductance|Frequency,6|6|1|1|8,Capacitance|Capacitor|Electrical |Electrical resistance and conductance|Frequency,6|6|1|1|8,Capacitance|Capacitor|Electrical |Electrical resistance and conductance|Frequency,6|6|1|1|8,Capacitance|Capacitor|Electrical |Electrical resistance and conductance|Frequency,6|6|1|1|8,Electrical resistance and conductance|Frequency,1|8,Electrical resistance and conductance|Frequency,1|8
143,62,1,Capacitor,113.0,0.3069581075527299,Capacitance|Capacitor|Electrical |Electrical resistance and conductance|Frequency,6|6|1|1|8,Capacitance|Capacitor|Electrical |Electrical resistance and conductance|Frequency,6|6|1|1|8,Capacitance|Capacitor|Electrical |Electrical resistance and conductance|Frequency,6|6|1|1|8,Capacitance|Capacitor|Electrical |Electrical resistance and conductance|Frequency,6|6|1|1|8,Electrical resistance and conductance|Frequency,1|8,Electrical resistance and conductance|Frequency,1|8
144,130,1,Electromagnetic radiation,114.0,0.5725288025362366,Electromagnetic radiation|Wave|Magnet|Direction (geometry)|Frequency|Light|Ray (optics)|Energy|Energy level|Photoelectric effect|Electric charge|Electric field|Field (physics)|Sound|Speed|Physics|Reflection (physics)|Electromagnetic spectrum|Color|Wavelength|Joule|Hertz|Metre|Pigment|Work (physics)|Plasticity (physics)|Interference (wave propagation),13|18|4|1|4|31|6|12|1|1|1|4|5|1|3|3|3|2|1|13|1|2|1|1|1|2|1,Electromagnetic radiation|Wave|Magnet|Direction (geometry)|Frequency|Light|Ray (optics)|Energy|Energy level|Photoelectric effect|Electric charge|Electric field|Field (physics)|Sound|Speed|Physics|Reflection (physics)|Electromagnetic spectrum|Color|Wavelength|Joule|Hertz|Metre|Pigment|Work (physics)|Plasticity (physics)|Interference (wave propagation),13|18|4|1|4|31|6|12|1|1|1|4|5|1|3|3|3|2|1|13|1|2|1|1|1|2|1,Electromagnetic radiation|Wave|Magnet|Direction (geometry)|Frequency|Light|Ray (optics)|Energy|Energy level|Photoelectric effect|Electric charge|Electric field|Field (physics)|Sound|Speed|Physics|Reflection (physics)|Electromagnetic spectrum|Color|Wavelength|Joule|Hertz|Metre|Pigment|Work (physics)|Plasticity (physics)|Interference (wave propagation),13|18|4|1|4|31|6|12|1|1|1|4|5|1|3|3|3|2|1|13|1|2|1|1|1|2|1,Electromagnetic radiation|Wave|Magnet|Direction (geometry)|Frequency|Light|Ray (optics)|Energy|Energy level|Photoelectric effect|Electric charge|Electric field|Field (physics)|Sound|Speed|Physics|Reflection (physics)|Electromagnetic spectrum|Color|Wavelength|Joule|Hertz|Metre|Pigment|Work (physics)|Plasticity (physics)|Interference (wave propagation),13|18|4|1|4|31|6|12|1|1|1|4|5|1|3|3|3|2|1|13|1|2|1|1|1|2|1,Wave|Magnet|Direction (geometry)|Frequency|Light|Ray (optics)|Energy|Electric charge|Electric field|Field (physics)|Sound|Speed|Physics|Reflection (physics)|Color|Wavelength|Joule|Hertz|Metre|Pigment|Work (physics)|Plasticity (physics)|Interference (wave propagation),18|4|1|4|31|6|12|1|4|5|1|3|3|3|1|13|1|2|1|1|1|2|1,Wave|Magnet|Direction (geometry)|Frequency|Light|Ray (optics)|Energy|Electric charge|Electric field|Field (physics)|Sound|Speed|Physics|Reflection (physics)|Color|Wavelength|Joule|Hertz|Metre|Pigment|Work (physics)|Plasticity (physics)|Interference (wave propagation),18|4|1|4|31|6|12|1|4|5|1|3|3|3|1|13|1|2|1|1|1|2|1
145,111,1,Electromagnetic spectrum,115.0,0.4640869262073512,Field (physics)|Light|Physics|Electromagnetic radiation|Reflection (physics)|Electromagnetic spectrum|Color|Wavelength|Wave|Ray (optics),1|7|2|3|1|2|1|11|3|1,Field (physics)|Light|Physics|Electromagnetic radiation|Reflection (physics)|Electromagnetic spectrum|Color|Wavelength|Wave|Ray (optics),1|7|2|3|1|2|1|11|3|1,Field (physics)|Light|Physics|Electromagnetic radiation|Reflection (physics)|Electromagnetic spectrum|Color|Wavelength|Wave|Ray (optics),1|7|2|3|1|2|1|11|3|1,Field (physics)|Light|Physics|Electromagnetic radiation|Reflection (physics)|Electromagnetic spectrum|Color|Wavelength|Wave|Ray (optics),1|7|2|3|1|2|1|11|3|1,Field (physics)|Light|Physics|Electromagnetic radiation|Reflection (physics)|Color|Wavelength|Wave|Ray (optics),1|7|2|3|1|1|11|3|1,Field (physics)|Light|Physics|Electromagnetic radiation|Reflection (physics)|Color|Wavelength|Wave|Ray (optics),1|7|2|3|1|1|11|3|1
146,42,2,Scattering,116.0,0.2243139660113573,Electron|Energy level|Energy|Light|Wavelength|Strength of materials|Scattering|Direction (geometry)|Reflection (physics)|Geometrical optics|Ray (optics)|Refraction|Optical microscope|Color|Specular reflection|Plasticity (physics),12|10|15|32|18|1|10|5|10|2|3|2|1|5|1|1,Electron|Energy level|Energy|Light|Wavelength|Strength of materials|Scattering|Direction (geometry)|Reflection (physics)|Geometrical optics|Ray (optics)|Refraction|Optical microscope|Color|Specular reflection|Plasticity (physics),12|10|15|32|18|1|10|5|10|2|3|2|1|5|1|1,Electron|Energy level|Energy|Light|Wavelength|Strength of materials|Scattering|Direction (geometry)|Reflection (physics)|Geometrical optics|Ray (optics)|Refraction|Optical microscope|Color|Specular reflection|Plasticity (physics),12|10|15|32|18|1|10|5|10|2|3|2|1|5|1|1,Electron|Energy level|Energy|Light|Wavelength|Strength of materials|Scattering|Direction (geometry)|Reflection (physics)|Geometrical optics|Ray (optics)|Refraction|Optical microscope|Color|Specular reflection|Plasticity (physics),12|10|15|32|18|1|10|5|10|2|3|2|1|5|1|1,Electron|Energy|Light|Wavelength|Strength of materials|Direction (geometry)|Reflection (physics)|Geometrical optics|Ray (optics)|Refraction|Optical microscope|Color|Specular reflection|Plasticity (physics),12|15|32|18|1|5|10|2|3|2|1|5|1|1,Electron|Energy|Light|Wavelength|Strength of materials|Direction (geometry)|Reflection (physics)|Geometrical optics|Ray (optics)|Refraction|Optical microscope|Color|Specular reflection|Plasticity (physics),12|15|32|18|1|5|10|2|3|2|1|5|1|1
147,141,2,Energy level,117.0,0.6301581758123387,Electron|Energy level|Energy|Light|Wavelength,6|4|8|3|2,Electron|Energy level|Energy|Light|Wavelength,6|4|8|3|2,Electron|Energy level|Energy|Light|Wavelength,6|4|8|3|2,Electron|Energy level|Energy|Light|Wavelength,6|4|8|3|2,Electron|Energy|Light|Wavelength,6|8|3|2,Electron|Energy|Light|Wavelength,6|8|3|2
148,149,1,Photoelectric effect,118.0,0.686346723800026,Hertz|Light|Electron|Photoelectric effect|Wave|Energy|Color|Wavelength|Frequency|Work (physics)|Diffraction|Energy level|Electrical conductor|Electrical |Electrical resistance and conductance|Electric current|Voltage|Reflection (physics)|Scattering,2|21|26|11|7|22|1|2|1|8|2|2|1|1|1|4|1|1|1,Hertz|Light|Electron|Photoelectric effect|Wave|Energy|Color|Wavelength|Frequency|Work (physics)|Diffraction|Energy level|Electrical conductor|Electrical |Electrical resistance and conductance|Electric current|Voltage|Reflection (physics)|Scattering,2|21|26|11|7|22|1|2|1|8|2|2|1|1|1|4|1|1|1,Hertz|Light|Electron|Photoelectric effect|Wave|Energy|Color|Wavelength|Frequency|Work (physics)|Diffraction|Energy level|Electrical conductor|Electrical |Electrical resistance and conductance|Electric current|Voltage|Reflection (physics)|Scattering,2|21|26|11|7|22|1|2|1|8|2|2|1|1|1|4|1|1|1,Hertz|Light|Electron|Photoelectric effect|Wave|Energy|Color|Wavelength|Frequency|Work (physics)|Diffraction|Energy level|Electrical conductor|Electrical |Electrical resistance and conductance|Electric current|Voltage|Reflection (physics)|Scattering,2|21|26|11|7|22|1|2|1|8|2|2|1|1|1|4|1|1|1,Hertz|Light|Electron|Wave|Energy|Color|Wavelength|Frequency|Work (physics)|Diffraction|Energy level|Electrical conductor|Electrical resistance and conductance|Electric current|Voltage|Reflection (physics)|Scattering,2|21|26|7|22|1|2|1|8|2|2|1|1|4|1|1|1,Hertz|Light|Electron|Wave|Energy|Color|Wavelength|Frequency|Work (physics)|Diffraction|Energy level|Electrical conductor|Electrical resistance and conductance|Electric current|Voltage|Reflection (physics)|Scattering,2|21|26|7|22|1|2|1|8|2|2|1|1|4|1|1|1
