,topic_a,topic_b
2695,Knowledge management,Artificial intelligence
2696,Natural language processing,Artificial intelligence
2697,Data structure,Artificial intelligence
2698,Computer security,Artificial intelligence
2699,Information retrieval,Artificial intelligence
2700,Data warehouse,Artificial intelligence
2701,Graphical model,Artificial intelligence
2702,Software analytics,Artificial intelligence
2703,Information security,Artificial intelligence
2704,System programming,Artificial intelligence
2705,Data mining,Artificial intelligence
2706,Cryptography,Artificial intelligence
2707,Object-oriented programming,Artificial intelligence
2708,Artificial intelligence,Algorithm
2709,Artificial intelligence,Database
2710,Computer vision,Artificial intelligence
2711,Wireless network,Artificial intelligence
2712,Mobile application development,Artificial intelligence
2713,Algorithm design,Algorithm
2714,Computer network,Algorithm
2715,Broadband networks,Algorithm
2716,Algorithm,Programming language
2717,Data integration,Algorithm
2718,Game theory,Algorithm
2719,Modeling language,Algorithm
2720,Discrete mathematics,Algorithm
2721,Microarchitecture,Algorithm
2722,Distributed object,Algorithm
2723,Assembly language,Algorithm
2724,Operating system,Algorithm
2725,Software architecture,Algorithm
2726,Software project management,Algorithm
2727,Software development,Algorithm
2728,Internet protocol suite,Algorithm
2729,Cloud computing,Algorithm
2730,Object-oriented analysis and design,Algorithm
2731,Parallel computing,Algorithm
2732,Analysis of algorithms,Algorithm
2733,Computational linguistics,Algorithm
2734,Object-oriented design,Algorithm
2735,Software engineering,Algorithm
2736,Social network analysis,Algorithm
2737,Software metric,Algorithm
2738,Software testing,Algorithm
2739,Network security,Algorithm
2740,Computer graphics,Algorithm
2741,Theory of computation,Algorithm
2742,Compiler construction,Algorithm
2743,Computer-aided software engineering,Algorithm
2744,Combinatorial optimization,Algorithm
2745,Robotics,Algorithm
2746,Computer architecture,Algorithm
2747,Computational geometry,Algorithm
2748,Test automation,Algorithm
2749,Distributed computing,Algorithm
2750,Network service,Algorithm
2751,Data-intensive computing,Algorithm
2752,Knowledge management,Algorithm
2753,Natural language processing,Algorithm
2754,Machine learning,Algorithm
2755,Data structure,Algorithm
2756,Computer security,Algorithm
2757,Information retrieval,Algorithm
2758,Data warehouse,Algorithm
2759,Graphical model,Algorithm
2760,Software analytics,Algorithm
2761,Information security,Algorithm
2762,System programming,Algorithm
2763,Data mining,Algorithm
2764,Cryptography,Algorithm
2765,Object-oriented programming,Algorithm
2766,Artificial intelligence,Algorithm
2767,Database,Algorithm
2768,Computer vision,Algorithm
2769,Wireless network,Algorithm
2770,Mobile application development,Algorithm
2771,Algorithm design,Database
2772,Database,Computer network
2773,Broadband networks,Database
2774,Database,Programming language
2775,Information management,Database
2776,Data integration,Database
2777,Game theory,Database
2778,Modeling language,Database
2779,Database,Discrete mathematics
2780,Microarchitecture,Database
2781,Database,Translator (computing)
2782,Distributed object,Database
2783,Assembly language,Database
2784,Operating system,Database
2785,Software architecture,Database
2786,Software project management,Database
2787,Software development,Database
2788,Internet protocol suite,Database
2789,Cloud computing,Database
2790,Object-oriented analysis and design,Database
2791,Parallel computing,Database
2792,Analysis of algorithms,Database
2793,Computational linguistics,Database
2794,Database,Object-oriented design
2795,Software engineering,Database
2796,Social network analysis,Database
2797,Software metric,Database
2798,Software testing,Database
2799,Network security,Database
2800,Database,Computer graphics
2801,Database,Theory of computation
2802,Database,Compiler construction
2803,Computer-aided software engineering,Database
2804,Combinatorial optimization,Database
2805,Robotics,Database
2806,Computer architecture,Database
2807,Computational geometry,Database
2808,Test automation,Database
2809,Distributed computing,Database
2810,Network service,Database
2811,Data-intensive computing,Database
2812,Knowledge management,Database
2813,Natural language processing,Database
2814,Machine learning,Database
2815,Data structure,Database
2816,Computer security,Database
2817,Information retrieval,Database
2818,Data warehouse,Database
2819,Graphical model,Database
2820,Software analytics,Database
2821,Information security,Database
2822,System programming,Database
2823,Data mining,Database
2824,Cryptography,Database
2825,Object-oriented programming,Database
2826,Artificial intelligence,Database
2827,Database,Algorithm
2828,Database,Computer vision
2829,Wireless network,Database
2830,Mobile application development,Database
2831,Computer vision,Algorithm design
2832,Computer vision,Computer network
2833,Broadband networks,Computer vision
2834,Computer vision,Programming language
2835,Data integration,Computer vision
2836,Modeling language,Computer vision
2837,Discrete mathematics,Computer vision
2838,Microarchitecture,Computer vision
2839,Distributed object,Computer vision
2840,Assembly language,Computer vision
2841,Operating system,Computer vision
2842,Software architecture,Computer vision
2843,Software project management,Computer vision
2844,Software development,Computer vision
2845,Internet protocol suite,Computer vision
2846,Cloud computing,Computer vision
2847,Object-oriented analysis and design,Computer vision
2848,Computer vision,Analysis of algorithms
2849,Computational linguistics,Computer vision
2850,Software engineering,Computer vision
2851,Social network analysis,Computer vision
2852,Software metric,Computer vision
2853,Software testing,Computer vision
2854,Network security,Computer vision
2855,Computer vision,Computer graphics
2856,Computer vision,Theory of computation
2857,Computer vision,Compiler construction
2858,Computer-aided software engineering,Computer vision
2859,Combinatorial optimization,Computer vision
2860,Robotics,Computer vision
2861,Computer architecture,Computer vision
2862,Computer vision,Computational geometry
2863,Test automation,Computer vision
2864,Distributed computing,Computer vision
2865,Network service,Computer vision
2866,Knowledge management,Computer vision
2867,Natural language processing,Computer vision
2868,Computer vision,Machine learning
2869,Computer vision,Data structure
2870,Computer security,Computer vision
2871,Information retrieval,Computer vision
2872,Data warehouse,Computer vision
2873,Graphical model,Computer vision
2874,Software analytics,Computer vision
2875,Information security,Computer vision
2876,System programming,Computer vision
2877,Data mining,Computer vision
2878,Computer vision,Cryptography
2879,Object-oriented programming,Computer vision
2880,Computer vision,Artificial intelligence
2881,Computer vision,Algorithm
2882,Database,Computer vision
2883,Wireless network,Computer vision
2884,Mobile application development,Computer vision
2885,Wireless network,Algorithm design
2886,Wireless network,Computer network
2887,Broadband networks,Wireless network
2888,Wireless network,Programming language
2889,Wireless network,Modeling language
2890,Wireless network,Discrete mathematics
2891,Distributed object,Wireless network
2892,Wireless network,Operating system
2893,Wireless network,Software development
2894,Internet protocol suite,Wireless network
2895,Cloud computing,Wireless network
2896,Wireless network,Parallel computing
2897,Wireless network,Analysis of algorithms
2898,Computational linguistics,Wireless network
2899,Software engineering,Wireless network
2900,Wireless network,Social network analysis
2901,Software testing,Wireless network
2902,Wireless network,Network security
2903,Wireless network,Computer graphics
2904,Wireless network,Theory of computation
2905,Wireless network,Compiler construction
2906,Wireless network,Combinatorial optimization
2907,Wireless network,Computer architecture
2908,Wireless network,Computational geometry
2909,Wireless network,Distributed computing
2910,Wireless network,Network service
2911,Wireless network,Natural language processing
2912,Wireless network,Machine learning
2913,Wireless network,Computer security
2914,Wireless network,Information retrieval
2915,Wireless network,Information security
2916,Wireless network,Data mining
2917,Wireless network,Cryptography
2918,Wireless network,Artificial intelligence
2919,Wireless network,Algorithm
2920,Wireless network,Database
2921,Wireless network,Computer vision
2922,Mobile application development,Algorithm design
2923,Mobile application development,Computer network
2924,Mobile application development,Programming language
2925,Mobile application development,Modeling language
2926,Mobile application development,Discrete mathematics
2927,Mobile application development,Assembly language
2928,Mobile application development,Operating system
2929,Mobile application development,Software architecture
2930,Mobile application development,Software project management
2931,Mobile application development,Software development
2932,Mobile application development,Parallel computing
2933,Mobile application development,Analysis of algorithms
2934,Mobile application development,Object-oriented design
2935,Mobile application development,Software engineering
2936,Mobile application development,Software testing
2937,Mobile application development,Network security
2938,Mobile application development,Computer graphics
2939,Mobile application development,Theory of computation
2940,Mobile application development,Compiler construction
2941,Mobile application development,Computer-aided software engineering
2942,Mobile application development,Computer architecture
2943,Mobile application development,Computational geometry
2944,Mobile application development,Distributed computing
2945,Mobile application development,Network service
2946,Mobile application development,Natural language processing
2947,Mobile application development,Machine learning
2948,Mobile application development,Data structure
2949,Mobile application development,Computer security
2950,Mobile application development,Information retrieval
2951,Mobile application development,Information security
2952,Mobile application development,System programming
2953,Mobile application development,Data mining
2954,Mobile application development,Cryptography
2955,Mobile application development,Object-oriented programming
2956,Mobile application development,Artificial intelligence
2957,Mobile application development,Algorithm
2958,Mobile application development,Database
2959,Mobile application development,Computer vision
