concept,Inertial frame of reference,Elastic collision,Reflection (physics),Displacement (vector),Relative velocity,Fatigue (material),Torque,Non-inertial reference frame,Acceleration,Frequency,Insulator (electricity),Gravitational field,Electrostatics,Hardness,Speed,Euclidean vector,Compression (physics),Subtractive color,Wavelength,Refraction,Laser,Ohmmeter,Amplitude,Temperature,Hertz,Sonic boom,Optical microscope,Ammeter,Magnetic field,Lever,Sound,Gravitational constant,Work (physics),Elasticity (physics),Frame of reference,Electric potential,Field (physics),Pigment,Ohm's law,Plane mirror,Electromotive force,Normal force,Gravity of Earth,Ray (optics),Angle of incidence,Electromagnetic radiation,Free body diagram,Tangential and normal components,Mechanical energy,Newton's laws of motion,Ohm,Telescope,Newton's law of universal gravitation,Distance,Sound intensity,Phase velocity,Interference (wave propagation),Color,Capacitor,Compass,Contact force,Resultant force,Mirror image,Dielectric,Energy,Diffraction,Hooke's law,Transmission medium,Equations of motion,Snell's law,Planet,Electrical conductor,Scalar (mathematics),Electromagnetic spectrum,Kinetic energy,Plasticity (physics),Magnetism,Friction,Series and parallel circuits,Standing wave,Motion,Gravity,Creep (deformation),Physical quantity,Electrical polarity,Emission spectrum,Metre,Electric charge,Inelastic collision,Gravitational acceleration,Field line,Geometrical optics,Total internal reflection,Magnification,Refractive index,Le Sage's theory of gravitation,Position (vector),Mass,Dispersion (optics),Direction (geometry),Power (physics),Huygens–Fresnel principle,Electroscope,Fracture,Light,Kilogram,Doppler effect,Physics,Potential energy,Crystallinity,Voltage,Transverse wave,Rarefaction,Strength of materials,Refracting telescope,Energy level,Musical tone,Photoelectric effect,Pitch (music),Voltmeter,Projectile motion,Coulomb's law,Collision,Electric current,Virtual image,Electric potential energy,Electron,Scattering,Electrical resistance and conductance,Velocity,Specular reflection,Coulomb,Shock wave,Tension (physics),Curved mirror,Intensity (physics),Stiffness,Force,Magnet,Resonance (particle physics),Absorption spectroscopy,Electric field,Scalar multiplication,Free fall,Deformation (engineering),Real image,Crest (physics),Motion graphs and derivatives,Capacitance,Length,Wave,Joule
Resultant force,0.0,0.0,0.0,0.0,0.0,0.0,0.47788149895144694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017384804637277852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6764581889371774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016280792568823903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488711653438864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirror image,0.0,0.0,0.04438295621757436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3101398774700038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04031795118006991,0.0,0.0,0.0,0.12987482858543262,0.0,0.0,0.0,0.0,1.4470690956479146,0.0,0.03843844835520612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19688475142577375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17107850734592106,0.0,0.0,0.03775758276599586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06028113497991949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04674945909225999,0.0,0.0
Dielectric,0.0,0.0,0.0,0.0,0.0,0.0,0.005204744542936422,0.0,0.0,0.06034612855922424,0.0,0.0,0.0,0.0,0.0033077843784860583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06278618421693193,0.0,0.0,0.0,0.0,0.013448722526699724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006816344264256424,0.0,0.0,0.0,0.0219572551925012,0.12144087490062307,0.0,0.0,0.0,0.0,1.0376336761867453,0.019495759777280807,0.0,0.0,0.0,0.0,0.0,0.0,0.006816344264256424,0.0,0.0,0.0,0.0,0.012479144283367672,0.00491682113403881,0.0,0.0,0.005628424527311903,0.0,0.0,0.0,0.0,0.0,0.0,0.005517735107647322,0.0,0.0,0.0,0.0,0.0,0.0,0.007503593317359694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007230836191779039,0.0,0.0,0.02234216678059827,0.0,0.0,0.045027396218495226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005204744542936422,0.0,0.0,0.033268399183547154,0.0,0.0,0.00440206989792128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034891903267842306,0.0,0.0,0.1793163003559963,0.0,0.0,0.0,0.0,0.0,0.0,0.03119786070841918,0.0,0.029166700588727952,0.0
Energy,0.0024800453555423522,0.0,0.0,0.0,0.0024232016693903915,0.0,0.0018502800293303395,0.002368777610031317,0.005658912506021823,0.004290594306768374,0.0,0.0130206203151122,0.0,0.0,0.010583218049836467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027280498910965872,0.0,0.0,0.0,0.0,0.0015936678867956194,0.0,0.009076214889694444,0.0,0.0,0.0,0.004532842412713437,0.004343307957077319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001536824200643658,0.0,0.0,0.010869104900471417,0.004166855600333198,0.0,0.0,0.0020414970804441043,0.009692806677561566,0.0,0.0,0.0,0.007805776142602729,0.002539533866584415,0.0,0.0,0.0,0.0,0.0,0.5140282272053299,0.0,0.0,0.0,0.007269605008171173,0.0,0.003623034966823806,0.0,0.0,0.0,0.045115598821351625,0.0,0.0,0.008739618128278701,0.0,0.0,0.03601615899574011,0.0071245614407470575,0.0,0.008749360636722086,0.0,0.0,0.005445728933816666,0.001961547774841375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06883887742293782,0.0,0.0,0.0,0.0,0.0,0.0,0.029561359725214304,0.0,0.0,0.022693176342734083,0.0851128813491956,0.0,0.0,0.0,0.0,0.0,0.0,0.0065103101575561,0.0,0.0,0.0,0.0,0.0,0.0,0.012424597642574349,0.0,0.0,0.004633151142005716,0.00537585153047321,0.0,0.0,0.007824651097328106,0.0,0.0017811403601867644,0.0,0.0,0.0,0.0,0.0,0.03084663623500623,0.011163624293624226,0.0,0.0,0.0015936678867956194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011166318974161833,0.02640825836143517
Diffraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376994788289853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07304158327322796,0.01909534118912512,0.06967546525093211,0.0,0.027137610566738635,0.0,0.0,0.0,0.009451503924818092,0.0,0.0,0.0,0.006824615426674091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074147302219642365,0.0028889339540945683,0.0,0.0,0.0,0.0,0.0,0.02057755926438722,0.0,0.03188607196693029,0.0,0.0,0.0,0.039128954766123936,0.0,0.0,0.0,0.0,0.0,0.0,0.0021714027316041924,0.5209830256062628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006824615426674091,0.0,0.0,0.0,0.0,0.0074147302219642365,0.0,0.0,0.010028841068394207,0.0,0.0,0.005281789849365913,0.0,0.0,0.0,0.02335585422233928,0.0,0.0,0.1304679241718593,0.0,0.0,0.019196463353384915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016168907295500193,0.006328227520658811,0.0,0.00294176786447624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004663437071375077,0.0,0.0,0.00299578915258215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19542622442653876,0.15443034479616055,0.0
Hooke's law,0.0,0.0,0.0,0.0,0.0,0.0,0.014840194696782825,0.0,0.00756456338411806,0.011470922215018352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023157427683616966,0.019891235569580713,0.0,0.0,0.0,0.0,0.0,0.056063747081116076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0388706401120674,0.0,0.0,0.0,0.031303163812899146,0.0,0.0,0.0,0.0,0.0,0.012643531097081533,0.08801419072102326,0.0,0.6994494431790742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02102886577327368,0.0,0.0,0.03209645166344018,0.014285659094010765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05633909172656973,0.0,0.0,0.0,0.0,0.0,0.02700043742147759,0.005154288362345058,0.008528933802081853,0.0,0.009100545589752849,0.05194068143873988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004311708612133385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806974366324788,0.23709726466787265,0.009948665752266831,0.0,0.0,0.00639101685884192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06760691007188369,0.0063971146064428965,0.0
Transmission medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045836676883782346,0.0,0.0,0.0,0.0,0.007537410305074789,0.0,0.0,0.0,0.011859991663412504,0.04883398730333637,0.01484886964364127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03490622972331666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029552373563196895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20192023091002226,0.0,0.0,0.0,0.05003374543865027,0.0,0.0,0.0,0.0,0.0,0.04041784531034261,0.007404127347109377,0.03036695231220475,0.0,0.23891890220884773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020208922655171303,0.0,0.0,0.0,0.0,0.01801003751914934,0.0,0.0,0.0,0.0,0.0,0.0,0.09062252899368975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020674996213918276,0.04315643686219779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008238411726699068,0.09540933549305076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05403011255744802,0.20449792594366634,0.0
Equations of motion,0.004358192062998021,0.0,0.0,0.0,0.00425830046171525,0.0,0.019509019994647082,0.004162660878751663,0.23203660717575622,0.002513291945987167,0.0,0.02288117996947807,0.0,0.0,0.020664360836384812,0.004162660878751663,0.0,0.0,0.0,0.0,0.0,0.0,0.015221455275186433,0.0,0.0,0.0,0.0,0.0,0.016803347696281,0.0,0.003189932603928564,0.005720294992369517,0.0,0.0,0.00796557925110541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014644858784092406,0.0,0.0,0.003587529700915257,0.034066403693722,0.0,0.011831652353231754,0.0,0.0274342334540015,0.0,0.0,0.0,0.029240162297747122,0.0,0.0,0.01014947793648701,0.0,0.0,0.0,0.08942430969602023,0.0,0.006366771559676891,0.0,0.0,0.0,0.0,0.0,0.003897979899748554,0.0030716320792422225,0.0,0.006366771559676891,0.351618431144429,0.031300039588001115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05678220817835174,0.0,0.0,0.0,0.0,0.0,0.0,0.0045172414861001636,0.0,0.0,0.041872735044986426,0.0,0.0,0.00351618431144429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14575302893476882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07001724303455252,0.0196178746013801,0.0,0.0,0.005601115898760335,0.0,0.006366771559676891,0.0,0.0,0.0,0.0,0.0,0.024687916599283367,0.03504037495102148,0.0
Snell's law,0.0,0.0,0.00931249527779462,0.0,0.0,0.0,0.0,0.0,0.0,0.014978771195950303,0.0,0.0,0.0,0.0,0.02873637678809763,0.0,0.0,0.0,0.04521621821676017,0.28370221195271605,0.0,0.0,0.010079683924788634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08262127961617291,0.005365163057604198,0.0,0.0,0.0,0.0,0.0,0.009553866801322636,0.0,0.008459570113675383,0.0,0.0,0.0,0.04541753678210814,0.0,0.013770213269362152,0.0,0.0,0.0,0.0,0.008065210145958427,0.0,0.0,0.0,0.0,0.35257267615099086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006985276868717451,0.0,0.0,0.0,0.0,0.0,0.00633714289619737,0.0,0.0,0.0,0.0,0.0,0.05503322687345757,0.0,0.0931249527779462,0.0,0.0,0.0,0.01036780232272422,0.0,0.0,0.014458385947162412,0.0,0.0,0.23781058136087577,0.0,0.0,0.015844699910730405,0.0,0.0,0.0,0.0,0.0,0.0,0.015272321468563995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02185313270753778,0.01264827385739382,0.0,0.0,0.0,0.0,0.0,0.0,0.0044869921011485995,0.012991003270259142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08828134462511597,0.08631820936595382,0.0
Planet,0.0,0.0,0.0,0.0,0.0,0.0,0.0015847962573234669,0.0,0.0,0.0012249889550539862,0.0,0.0,0.0,0.0,0.004028758191540522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006372602852247928,0.0,0.0,0.0,0.0,0.010920028805907332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01406396164400616,0.0,0.024906160422299484,0.0,0.0,0.0,0.020057339354376782,0.0,0.0,0.0,0.0,0.0,0.0,0.005936277347299084,0.0,0.0,0.0,0.0,0.0,2.0512092228052126,0.0,0.0,0.0,0.0016800989703460627,0.0,0.0,0.0,0.0,0.0,0.015424225813071612,0.01830692348301489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13356622567596954,0.0,0.0,0.0,0.0,0.0,0.0,0.015412056110845573,0.0,0.0,0.011662254479748994,0.0015847962573234669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017736464688742497,0.0,0.0,0.0,0.0018418032406703395,0.0,0.0,0.0013403893007909262,0.0,0.0015255769569179076,0.0,0.0,0.0,0.0,0.0,0.005504305753873419,0.028685501196979664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00240659866082828,0.0,0.0
Electrical conductor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011650155374628013,0.0,0.0,0.018461889410114098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08080814450142164,0.011241606279281335,0.0,0.0,0.0,0.038945258983567946,0.0,0.0,0.0,0.0,0.0,0.0,0.01768993136684616,0.0,0.0,0.021729155648187448,0.0,0.02119485049831713,0.0,0.0,0.0,0.0,0.012518713801076463,0.0,0.0,0.0,0.0,0.03464879357095753,0.0,0.0,0.0,0.0,0.0,0.0,0.06358455149495139,0.0,0.0,0.0,0.0,0.0,0.0770465176228406,0.018818823673902998,0.0,0.0,0.0,0.0,0.0,0.0,0.19738996931909228,0.0,0.0,0.0,0.0,0.054206282980878324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05914666703117545,0.0159784412492287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011443878006959476,0.0,0.0,0.0,0.0,0.0,0.0,0.020939296472026796,0.0,0.0,0.009242741614592737,0.015072072738920056,0.0,0.016298979360340717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017324396785478764,0.03373623387671229,0.07536036369460028,0.0,0.0,0.07882342306556343,0.027422319256188175,0.021729155648187448,0.0,0.0,0.029017745034709365,0.0,0.0,0.0,0.0,0.0,0.0314089447080402,0.181874045783628,0.0,0.0,0.038945258983567946,0.0,0.0,0.0,0.0,0.0,0.0,0.018068760993626108,0.0457755120278379,0.0064970695221685665,0.0
Scalar (mathematics),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13231314936032068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43600835310823804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06337879964292162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4661428609821436,0.0,0.0,0.0,0.0,0.0,0.0,0.47083383800061845,0.0,0.0
Electromagnetic spectrum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695664780264869,0.0,0.0,0.0,0.0,0.013199484074915658,0.0,0.0,0.0,0.11769197468860063,0.003167329320046272,0.002889253742462894,0.0,0.003601035405347136,0.0278382124598199,0.025818043129449957,0.0,0.0,0.0,0.007950547288511479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006917529092236826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345013356431581,0.0,0.0,0.0,0.0,0.0,0.0068263673476755046,0.0,0.009066716294082707,0.0,0.0,0.0,0.29530815622535633,0.0,0.0,0.0,0.0,0.0,0.003932198666556458,0.038898238407301895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246607853870234,0.0,0.0,0.005533017720536225,0.0,0.0,0.0,0.0024955375097172393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017521727091995372,0.0,0.0,0.0,0.0,0.0,0.0,0.09137147551429876,0.0,0.0,0.014151566108467347,0.0,0.0,0.0024955375097172393,0.0,0.0,0.0,0.0,0.004059858487407393,0.0,0.004518681569467649,0.0,0.0,0.0,0.0,0.0,0.0023076857782078557,0.0,0.0,0.028160202179722822,0.01259589784016299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016030083423561184,0.08354023155611623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18573030717515093,0.12733012805168636,0.0
Kinetic energy,0.010225283662745797,0.011383755543635783,0.0,0.0,0.006660610564018579,0.0,0.002542915611487391,0.0032555080686194897,0.007777275184022962,0.001965579817160438,0.0,0.0,0.0,0.0,0.061412010851189316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003408427887581932,0.0,0.0,0.0,0.0,0.0,0.0,0.007484288271080199,0.0,0.0,0.0,0.024918683773229575,0.002984592989836962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021121204304100885,0.0,0.0,0.0,0.00572668028024703,0.0,0.0,0.0028057130349864482,0.009990915846027869,0.0,0.0,0.0,0.010727797791766842,0.003490185384304064,0.0,0.0,0.0,0.0,0.0,0.33973103124487103,0.0,0.0,0.0,0.0033303052820092896,0.0,0.009958570629371586,0.0,0.0,0.0,0.3100210745017309,0.0,0.0,0.016815701101651183,0.0,0.0,0.0467485664605906,0.0,0.0,0.006012302300454016,0.0,0.0,0.0049895255140534655,0.0,0.005691877771817891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09460808812783371,0.0,0.0,0.0,0.0,0.0,0.0,0.014131265105902091,0.002922921074527173,0.0,0.010915856529009348,0.0279720717263613,0.0,0.0,0.0,0.0,0.0,0.0,0.00447369292021869,0.0,0.0,0.0,0.0,0.0,0.0,0.017075633315453677,0.0,0.0,0.003183764668759639,0.01625415636735696,0.0,0.0,0.040864205976836904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019430489520615376,0.003409472445855944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006576998321211062,0.010369700245363949
Plasticity (physics),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05932671336897575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12512228826026578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06112721630526728,0.0,0.0,0.0,0.2625426642372186,0.0,0.0,0.0,0.0,0.0,0.0,0.058277647506280256,0.0,0.17599050505796063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04409278307299319,0.0,0.0,0.10094851732856186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10631731825820417,0.0,0.0,0.0,0.0,0.0,0.25476219179942566,0.0,0.0,0.0,0.02862268370970654,0.0,0.1622721910126592,0.0,0.0,0.0,0.1175530180733079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968854589126275,0.03129015841438761,0.0,0.0,0.0,0.0,0.0,0.09950089588184265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnetism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022209791771565833,0.0,0.002304671822604321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021872881218429917,0.001352373687733093,0.0,0.0,0.0,0.09994973734128715,0.0,0.0,0.0,0.0,0.0,0.0022209791771565833,0.002128112044131869,0.0,0.0,0.0026140337621879633,0.0,0.005099512901850738,0.0,0.0,0.0,0.0,0.0015060106828362662,0.0,0.0,0.0,0.0,0.00625241387746602,0.0,0.0,0.004749232344519513,0.0,0.0,0.0,0.015298538705552213,0.0,0.04251855325276735,0.0,0.0,0.0,0.0,0.007923715231117052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24127909417052606,0.0,0.0,0.0,0.013725456303444815,0.0,0.0,0.0,0.0,0.0,0.01600962415881441,0.011533310976886882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001376707128656779,0.0,0.0,0.0,0.0,0.0,0.0,0.0025190131094167574,0.0,0.0,0.011119087656652916,0.0018131816828776007,0.0,0.003921558943841376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00208413795915534,0.0,0.019944998511653607,0.0,0.0,0.04319813327569725,0.0,0.0,0.0061342126898351656,0.0,0.010472569636586838,0.0,0.0,0.0,0.0,0.0,0.03022815731300109,0.5360498191517458,0.0,0.0,0.004685143937872835,0.0,0.0,0.0,0.0,0.0,0.0,0.004347371066135605,0.002753414257313558,0.0023448070455946704,0.0
Friction,0.002860465292085722,0.0,0.0,0.0,0.002794902220447324,0.0,0.00426819758978267,0.0027321299277942327,0.010878243804594555,0.0016495795220712233,0.0,0.0,0.0,0.0,0.010850313359517689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017162791752514332,0.0,0.0,0.0,0.0,0.0,0.0,0.020936873285371842,0.0,0.0,0.0,0.007842218510490944,0.0,0.0,0.0,0.0,0.0,0.0,0.1182857257828395,0.0,0.0,0.0,0.0,0.005045722727077191,0.0,0.004178780743445747,0.004806019291239764,0.0,0.0,0.0023546470750844973,0.0,0.0,0.0,0.0,0.009003122335568338,0.0,0.0,0.0,0.0,0.0,0.003636413811107521,0.030643040318567714,0.0,0.0,0.0,0.002794902220447324,0.0,0.0,0.0,0.0,0.0,0.011312170795914124,0.0,0.0,0.695534387854959,0.0,0.0,0.08308152311111729,0.012326121784655307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01134260475026072,0.0,0.0,0.0,0.0,0.0,0.0,0.002964856137632113,0.0,0.0,0.015704481327449605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024530119342270817,0.0,0.0,0.0,0.0,0.0012400931849056195,0.0,0.0,0.019854763639886832,0.0,0.053413194400172996,0.0,0.0,0.0,0.0,0.005045722727077191,0.1808562243955589,0.0,0.0,0.0,0.0,0.0,0.0,0.004549450991647673,0.0,0.0,0.0,0.0,0.009722232643080617,0.0018398780947733993,0.0
