concept,Complex plane,Maxima and minima,Addition,Function composition,Partial fraction decomposition,Quadrant (plane geometry),Division (mathematics),Angle,Amplitude,Rectangle,Cross product,Graph of a function,Algebra,Sum,Rotation of axes,Sine wave,Simultaneous equations,Polar coordinate system,Minute and second of arc,Multiplicative inverse,Existential quantification,Natural logarithm,Sine,Empty set,Monotonic function,Geometry,Rationalisation (mathematics),Right angle,Dot product,Determinant,Operation (mathematics),Homogeneous polynomial,Solution of triangles,Set (mathematics),Graph (mathematics),Interval (mathematics),Absolute value,Distributive property,Analytic geometry,Change of variables,E (mathematical constant),Inverse function,Basis (linear algebra),List of mathematical symbols,Piecewise,Real number,Force,System of linear equations,Euclidean vector,Equation solving,Binary logarithm,Sign (mathematics),Exponential function,Constant function,Imaginary number,Polynomial,Linear equation,Multiplication,Minor (linear algebra),Binary number,Empty sum,Degree of a polynomial,Geometric progression,Integer,Degree (angle),Semi-major axis,Logarithm,Function (mathematics),Equality (mathematics),Real line,Factorization,Vector field,Norm (mathematics),Trigonometric substitution,Periodic function,Even and odd functions,Natural number,Polygon,Number,Invertible matrix,Mathematical induction,Right triangle,Pythagorean theorem,Scalar (mathematics),Radius,Trigonometric tables,Cone,Trigonometric functions,Square (algebra),Triangle,Identity (mathematics),Line segment,Product (mathematics),Zero of a function,Base (exponentiation),Simple harmonic motion,Complex conjugate,Asymptote,Commutative property,Conic section,Work (physics),Mathematics,Inverse trigonometric functions,Identity matrix,Quadratic formula,Slope,Perpendicular,Square matrix,Parity (mathematics),Focus (geometry),Quadratic equation,Extended real number line,Matrix multiplication,Cartesian coordinate system,Descartes' rule of signs,Calculus,Inverse element,Arithmetic mean,Floor and ceiling functions,Cylinder (geometry),Circular motion,Line (geometry),Synthetic division,Nth root,Distance,Rational number,Hyperbola,Parallel (geometry),Binomial theorem,Mereology,Binomial,Plane curve,Ellipse,Binomial coefficient,Parametric equation,Transformation (function),Summation,Equality,Complex number,Elementary matrix,Subtraction,Vector space,Secant line,Associative property,Vector (mathematics and physics),Continuous function,Triangular matrix,Image (mathematics),Symmetry,Coordinate system,Line–line intersection,Mathematical proof,Equation,Scalar multiplication,Fundamental theorem of algebra,Length,Series (mathematics),Linear function,Exponential growth,Displacement (vector),Linear inequality,Differential equation,Infinity,Area,Main diagonal,Limit of a sequence,Open set,Union (set theory),Spherical law of cosines,Polynomial long division,Arithmetic,Universal quantification,Edge,Position (vector),Point (geometry),Exponentiation,Matrix (mathematics),Monomial,Mathematical analysis,Rational function,Pythagorean trigonometric identity,Rotation (mathematics),Product topology,Range (mathematics),Limit of a function,Algebraic equation,Circular sector,Injective function,Closed set,Curve,Set-builder notation,Dependent and independent variables,Origin (mathematics),Rational root theorem,Zero (complex analysis),Chord (geometry),Prime number,Trigonometry,Unit circle,Geometric series,Algebraic operation,Vertical line test,Common logarithm,Logistic function,Law of sines,Cubic function,Circle,Quadratic function,Expression (mathematics),Division by zero,Eccentricity (mathematics),Plane (geometry),Semi-minor axis,Limit (mathematics),Orientation (geometry),Inequality (mathematics),Domain of a function,Scientific notation,Derivative,Formula,Square root,Matrix ring,Negative number,Algebraic expression
Cross product,0.0,0.0,0.02280047857522966,0.0,0.0,0.0,0.0,0.05071424003118186,0.0,0.0,0.748770102456731,0.0,0.10078245994765626,0.05928323092052068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019097715950263643,0.0,0.0,0.018973478245741922,0.0,0.0,0.0892213315359963,0.05240969089971395,0.0,0.0,0.0,0.0,0.0,0.0,0.003212959773960867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002433598708847749,0.05187807189215792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004511872895034649,0.040113373669855186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019099618094623246,0.01463644038364985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007089574476300839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005327445786144089,0.0,0.010610834188472527,0.0,0.0,0.0870703368662844,0.0,0.0,0.0,0.0,0.0,0.01306055052994266,0.0,0.0,0.01321514060504062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004003930347850439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009191737537066232,0.0,0.0,0.0,0.0,0.012019772290317799,0.0,0.0,0.0,0.0,0.0,0.0,0.0044311718391637,0.05305417094236263,0.0,0.0,0.05729314785079093,0.01522967328820123,0.0,0.014611874161306276,0.0,0.0,0.0,0.0,0.0,0.0043535168433142205,0.0,0.02678940605657249,0.007131143832921249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047994715167132565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006614035955800042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025777015812661896,0.11129061150921105,0.0,0.0,0.0,0.0
Graph of a function,0.0,0.0,0.042783909604485,0.0,0.0,0.0,0.0,0.04163364975532836,0.0,0.0,0.0,0.3406782966074516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07991411976351391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02886055756760422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07132587377338537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19225162233658993,0.0,0.0,0.0,0.0,0.0,0.05525270869915043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0749348303308049,0.0,0.0,0.0,0.023325573442036285,0.0,0.0,0.0,0.0696873704810493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04589389149056033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696873704810493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043985308592885915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04794756465212579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1630093516372609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465612593984082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03385845860798292,0.07693774849712172,0.0,0.0,0.0,0.0
Algebra,0.0,0.0,0.04115263402164501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2958590402102901,0.015604229975830289,0.0,0.0,0.0,0.0,0.0,0.01062920392652634,0.0,0.0,0.0,0.0,0.0,0.027396218155277766,0.0,0.0,0.0032673925948680732,0.005885871698962676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034274850041072676,0.0,0.0,0.0,0.0,0.0,0.0,0.003074685370450622,0.0,0.0,0.0,0.006273633592074497,0.0,0.0,0.0,0.0,0.0,0.05181895604859267,0.01520118008309767,0.04158400128740087,0.0,0.0,0.0,0.0,0.0,0.02549816082352841,0.0,0.0,0.0,0.0,0.0,0.0,0.004021843324950995,0.0,0.0,0.0,0.0,0.0,0.005720783140940996,0.0,0.11341846142699342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036669136669856338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026424869739938277,0.0,0.0,0.009610359522494907,0.0,0.0,0.0,0.0,0.0,0.03040236016619534,0.0,0.0036669136669856338,0.0,0.0,0.004452380127590808,0.015669414795788577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009487658814700102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014684538308270428,0.0,0.0062416919903321155,0.005062053148262088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17694348261717407,0.004275922136375388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036669136669856338,0.0,0.02256438707711305,0.0,0.0,0.0,0.0,0.0,0.0,0.039822039349555145,0.0,0.005775051144151133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02155328221047483,0.0,0.0,0.0,0.003484313119918344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065896154929305705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03946893163803817,0.00298573067199498,0.0,0.009147512407678539,0.010446276530525716
Sum,0.0,0.0,0.04243980309292077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993317019212837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005725687024135958,0.0,0.008040874243575838,0.0,0.0,0.010193587505149973,0.0,0.016670568144026777,0.018406983300488157,0.0,0.0,0.04867266835864947,0.0,0.0,0.0,0.0062214573686239245,0.0,0.0,0.0,0.0,0.0,0.017699152130417988,0.0,0.07246803780301486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005574910299409748,0.0,0.0,0.0,0.0,0.007248246248667104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046275936587417835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013774924040857355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005878740554924502,0.0,0.0,0.0,0.0,0.04847856481056305,0.0,0.05542412646888269,0.0,0.010961663388035206,0.043088759712048535,0.0,0.0,0.2515036817782787,0.0,0.0,0.0,0.00482768938126224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004976670215457443,0.0,0.0,0.006346175909200046,0.005302034443350921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017600395790649804,0.0,0.0,0.0,0.0,0.0041863229226407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013434455426223787,0.0915827354764666,0.0,0.0,0.0,0.0
Rotation of axes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22006357727816414,0.0,0.0,0.0,0.0,0.018709043366906396,0.0,0.21637691624514307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051323434661023605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05136776226934789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01847612993884111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027005734307530335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215193055830147,0.0,0.007472261622124179,0.0,0.03348613906232239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08821163559224583,0.0,0.0166819696988305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10802293723012134,0.0,0.0,0.0,0.0,0.0,0.10620001152563979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2678891124985791,0.0,0.0,0.31340095941237844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03697008694017537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10443889195807193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04474718435691178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03697008694017537,0.0,0.0,0.0,0.0
Sine wave,0.0,0.0,0.05862980205059055,0.0,0.0,0.0,0.0,0.03803568002338639,0.13406987343062907,0.0,0.0,0.0,0.0,0.0,0.0,0.8227665457222725,0.0,0.0,0.0,0.0,0.0,0.0,0.6416832559288584,0.0,0.0,0.0,0.0,0.0,0.023275129965912078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0878186423018991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04253744685780502,0.0,0.0,0.0,0.0,0.0,0.042786862997527486,0.0,0.0,0.0,0.0,0.0,0.010654891572288178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13750355484189825,0.0,0.0,0.08767124496783767,0.02441554132555424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049640707905997145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02126872342890251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simultaneous equations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16006472348540582,0.0,0.0,0.402535169073515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025290575954732115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243641136331871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09484413368605103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2994085932559383,0.0,0.0,0.0263013734903513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031629963271038924,0.0,0.0,0.0,0.0
Polar coordinate system,0.016619337394535725,0.0,0.0,0.0,0.0,0.0,0.0,0.1353724429923252,0.010969353280687833,0.0,0.0,0.0,0.004365443452278159,0.03274051162201482,0.0,0.0,0.0,0.06901082895499402,0.0,0.0,0.0,0.0,0.02250058170140153,0.0,0.0,0.011975468087572173,0.0,0.0,0.0,0.005145678742881007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014298481428166952,0.0,0.0,0.0,0.0,0.0,0.0,0.08404247646529583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009088624523799356,0.0,0.0,0.0,0.0,0.0,0.01783325914566775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06897755177167347,0.0,0.0,0.0,0.005625145425350382,0.0,0.061950006723289874,0.0,0.0,0.012602676010180823,0.0,0.0,0.0,0.006411542987426397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286924074440196,0.0,0.009589402415059362,0.0,0.0,0.0,0.02344029734362567,0.025646171949705587,0.0,0.0,0.0,0.0,0.0,0.0,0.015437036228643017,0.0,0.07784919192787566,0.0,0.0,0.0,0.0,0.010969353280687833,0.0,0.0,0.0,0.07076036905655685,0.0,0.006301338005090412,0.0,0.0,0.0,0.0,0.0,0.012390001344657975,0.0,0.008626353619374253,0.0,0.0,0.0,0.025675692739006172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013051815235354897,0.15626864895750447,0.0,0.0,0.1968800898872634,0.0,0.0,0.1004234260540686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06411191949447916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014195440455863463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18276806092662587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013289516527192964,0.006525907617677448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678665629413162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015185005678731734,0.11214259705186527,0.0052205048416397075,0.0,0.0,0.0
Minute and second of arc,0.0,0.0,0.051064666302127255,0.0,0.0,0.0,0.0,0.49691775514424164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07610482050475958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03896635126292014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09178464550263003,0.0,0.0,0.0,0.0,0.0,0.09892017202589834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5021703610465325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02904400224533573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08317524863867173,0.0,0.0,0.0,0.0,0.0,0.03817941313115511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05249859412699286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032426591454723944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222924642246585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiplicative inverse,0.0,0.0,0.0,0.0,0.0,0.0,0.01481427462479147,0.013054618991077535,0.0,0.0,0.0,0.0,0.024416887105962584,0.01526040795941369,0.0,0.0,0.0,0.0,0.0,0.29452503196411545,0.0,0.020908534514310163,0.04719401670421084,0.0,0.0,0.0,0.0,0.0,0.0,0.01439045750127739,0.0,0.0,0.0,0.0,0.0,0.0,0.01323303771309306,0.0,0.0,0.0,0.0,0.030068811730994138,0.0,0.0,0.0,0.03006938065677981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025417339769947353,0.0,0.0,0.0,0.0,0.0,0.049872673881952184,0.0,0.0,0.013986829967470147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44608893386235865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017622385946439285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019666132190650203,0.0,0.0,0.0,0.0,0.014627901989073603,0.0,0.0,0.0,0.0,0.0,0.022364892623858122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032657076274829194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08118782617070702,0.03524477189287857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04308294205358663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015731338901403612,0.0,0.0,0.04012073922256978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009272524901006182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010616635326231933,0.02412454825757206,0.0,0.0,0.022364892623858122,0.0
Existential quantification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5569056280964593,0.0,0.0,0.16867463284514148,0.0,0.0253327209544796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4443508289665516,0.0,0.4377421554740817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005532347547149632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024702147438652854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3096424377488577,0.06408085596490777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10948833439975013,0.0,0.0,0.0,0.0
Natural logarithm,0.012828962199290736,0.0,0.011108804599059262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002527361998687355,0.0758201321772975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39821587839886163,0.05210661025587723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016556136390509103,0.0,0.03112385775664305,0.0,0.0,0.0,0.008299852438596532,0.0,0.0,0.0,0.0,0.013341081190950664,0.0,0.11540895931509679,0.0,0.0,0.014987236912299735,0.0,0.00526183525062068,0.0,0.0,0.0,0.0,0.0,0.02409054305642836,0.0,0.0,0.5791038372496412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10981952321542751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072962861111573185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009728381481543091,0.0,0.0,0.0,0.00706587546372795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009014116960069813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029185144444629274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00891892484618109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01953997884595396,0.0,0.0,0.0,0.0,0.0,0.011691945649737558,0.0,0.0,0.0,0.024917090675069652,0.0628141073589634,0.0,0.0,0.0,0.0,0.0,0.0,0.011517451982302414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01410841172065182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012701356430270124,0.03516527630864191,0.029965228362036876,0.0,0.0,0.009259850279351785,0.0
